id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"1169","trotzdem","Andere","","","nevertheless / anyway","trots-dem","Grammatik, Pronomen & Struktur","","Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen.","It was quite cold. Nevertheless, I went swimming."
"1170","die Träne","Nomen","die","die Tränen","tear / teardrop","tray-nuh","Gesundheit, Körper & Pflege","","Sie trocknet dem Kind die Tränen.","She dries the child's tears."
"1171","das Tuch","Nomen","das","die Tücher","cloth / scarf / towel","tookh","Wohnen, Haus & Haushalt","","Wo hast du dieses schöne Tuch gekauft?","Where did you buy this beautiful scarf?"
"1172","der Turm","Nomen","der","die Türme","tower","toorm","Reise, Verkehr & Mobilität","","Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.","Come up to the tower, from here you can see the whole city."
"1173","der Typ","Nomen","der","die Typen","type / guy","toop","Person, Familie & Beziehungen","","Mein Nachbar ist ein netter Typ.","My neighbor is a nice guy."
"1174","der Täter","Nomen","der","die Täter","perpetrator / culprit","tae-ter","Staat, Gesellschaft & Dokumente","das Opfer","Die Polizei hat den Täter endlich gefasst.","The police have finally caught the perpetrator."
"1175","die Tätigkeit","Nomen","die","die Tätigkeiten","activity / occupation","tae-tikh-kite","Arbeit, Beruf & Karriere","","Welche Tätigkeit würde Ihnen Spaß machen?","What activity would you enjoy?"
"1176","tödlich","Adjektiv","","","deadly / fatal","toed-likh","Gesundheit, Körper & Pflege","harmlos","Dieses Gift kann für den Menschen tödlich sein.","This poison can be deadly for humans."
"1177","die Tüte","Nomen","die","die Tüten","bag / plastic bag","tyoo-tuh","Einkaufen, Geld & Konsum","","Brauchen Sie eine Tüte für den Salat?","Do you need a bag for the salad?"
"1178","die U-Bahn","Nomen","die","die U-Bahnen","subway / underground","oo-bahn","Reise, Verkehr & Mobilität","","Die letzte U-Bahn geht um 23.15 Uhr.","The last subway leaves at 11:15 pm."
"1179","die U-Bahn","Nomen","die","die U-Bahnen","subway / underground","oo-bahn","Reise, Verkehr & Mobilität","","Ich fahre mit der U-Bahn.","I travel by subway."
"1180","das Ufer","Nomen","das","die Ufer","shore / bank","oo-fer","Natur, Umwelt & Tiere","","Am Seeufer ist es schön spazieren zu gehen.","It is nice to go for a walk on the lakeshore."
"1181","umarmen","Verb","","","to hug / to embrace","oom-ar-men","Person, Familie & Beziehungen","","Lass dich zum Abschied umarmen.","Let me hug you goodbye."
"1182","die Umfrage","Nomen","die","die Umfragen","survey / poll","oom-frah-guh","Staat, Gesellschaft & Dokumente","","Wir machen eine Umfrage zum Thema Umweltschutz.","We are conducting a survey on the topic of environmental protection."
"1183","die Umgebung","Nomen","die","die Umgebungen","surroundings / environment","oom-gay-boong","Natur, Umwelt & Tiere","","In der Umgebung von Berlin kann man schöne Ausflüge machen.","In the surroundings of Berlin, you can make beautiful excursions."
"1184","umgekehrt","Andere","","","vice versa / the other way around","oom-guh-kehrt","Basiswortschatz & Floskeln","","Nein, umgekehrt: erst der Vorname, dann der Nachname.","No, the other way around: first the first name, then the last name."
"1185","die Umleitung","Nomen","die","die Umleitungen","detour / diversion","oom-lye-toong","Reise, Verkehr & Mobilität","","Es gibt wegen des Unfalls eine Umleitung.","There is a detour because of the accident."
"1186","umso","Andere","","","all the (more) / so much (more)","oom-zo","Basiswortschatz & Floskeln","","Je früher wir dort sind, umso besser sind unsere Chancen auf einen guten Sitzplatz.","The earlier we are there, all the better our chances are for a good seat."
"1187","umsonst","Andere","","","for free / in vain","oom-zonst","Einkaufen, Geld & Konsum","","Ich musste nichts bezahlen. Die Reparatur war umsonst.","I didn't have to pay anything. The repair was for free."
"1188","der Umtausch","Nomen","der","die Umtäusche","exchange","oom-towsh","Einkaufen, Geld & Konsum","","Ein Umtausch ist leider nicht möglich.","An exchange is unfortunately not possible."
"1189","die Umwelt","Nomen","die","","environment","oom-velt","Natur, Umwelt & Tiere","","Alte Autos sind ein Problem für die Umwelt.","Old cars are a problem for the environment."
"1190","der Umweltschutz","Nomen","der","","environmental protection","oom-velt-shoots","Natur, Umwelt & Tiere","die Umweltverschmutzung","Das Land muss mehr Geld für Umweltschutz ausgeben.","The country must spend more money on environmental protection."
"1191","die Umweltverschmutzung","Nomen","die","die Umweltverschmutzungen","environmental pollution","oom-velt-fer-shmoots-oong","Natur, Umwelt & Tiere","der Umweltschutz","Die Umweltverschmutzung nimmt weiter zu.","Environmental pollution continues to increase."
"1192","unbedingt","Andere","","","absolutely / necessarily","oon-buh-dingt","Basiswortschatz & Floskeln","","Ich muss unbedingt mit dir sprechen.","I absolutely have to speak with you."
"1193","unentschieden","Adjektiv","","","undecided / drawn (tie)","oon-ent-shee-den","Freizeit, Hobbys & Unterhaltung","entschieden","Es steht unentschieden zwischen den beiden Mannschaften.","It is a tie between the two teams."
"1194","ungefähr","Andere","","","approximately / about","oon-guh-faer","Basiswortschatz & Floskeln","genau","Wie weit ist es bis zum Bahnhof? – Nicht weit, ungefähr zehn Minuten zu Fuß.","How far is it to the train station? – Not far, about ten minutes on foot."
"1195","ungewöhnlich","Adjektiv","","","unusual","oon-guh-voen-likh","Eigenschaften & Adjektive","gewöhnlich","Ich finde diese Speise ungewöhnlich, aber sie schmeckt gut.","I find this dish unusual, but it tastes good."
"1196","unglaublich","Adjektiv","","","unbelievable / incredibly","oon-glowp-likh","Eigenschaften & Adjektive","glaubhaft","Es ist unglaublich. Schon wieder so ein Unglück.","It is unbelievable. Such a disaster again."
"1197","das Unglück","Nomen","das","die Unglücke","misfortune / disaster / accident","oon-gluek","Basiswortschatz & Floskeln","das Glück","Bei dem Unglück gab es viele Verletzte.","There were many injured people in the disaster."
"1198","unheimlich","Adjektiv","","","scary / incredibly","oon-hime-likh","Eigenschaften & Adjektive","vertraut","Ich mag dieses Haus nicht. Es sieht unheimlich aus.","I do not like this house. It looks scary."
"1199","die Uniform","Nomen","die","die Uniformen","uniform","oo-nee-form","Ausbildung, Schule & Studium","","In der Schule, die sie besucht, trägt man Uniformen.","In the school she attends, they wear uniforms."
"1200","die Uniform","Nomen","die","die Uniformen","uniform","oo-nee-form","Ausbildung, Schule & Studium","","In der Schule, die sie besucht, trägt man Uniformen.","In the school she attends, they wear uniforms."
"1201","die Universität","Nomen","die","die Universitäten","university","oo-nee-ver-zi-taet","Ausbildung, Schule & Studium","","Mein Sohn studiert an der Universität.","My son studies at the university."
"1202","unterbrechen","Verb","","","to interrupt","oon-ter-brekh-en","Kommunikation, Medien & Sprache","fortsetzen","Wir unterbrechen die Sendung für eine wichtige Nachricht.","We are interrupting the broadcast for an important message."
"1203","die Unterhaltung","Nomen","die","die Unterhaltungen","entertainment / conversation","oon-ter-hahl-toong","Kommunikation, Medien & Sprache","","Wir wünschen Ihnen gute Unterhaltung.","We wish you good entertainment."
"1204","die Unterkunft","Nomen","die","die Unterkünfte","accommodation / lodging","oon-ter-koonft","Reise, Verkehr & Mobilität","","Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft.","I am coming to Hamburg for three days and am looking for cheap accommodation."
"1205","die Unterlagen","Nomen","die","die Unterlagen","documents / papers","oon-ter-lah-gen","Arbeit, Beruf & Karriere","","Ich schicke Ihnen alle Unterlagen mit der Post zu.","I will send you all the documents by mail."
"1206","der Unternehmer","Nomen","der","die Unternehmer","entrepreneur","oon-ter-nay-mer","Arbeit, Beruf & Karriere","","Sie ist erfolgreiche Unternehmerin.","She is a successful entrepreneur."
"1207","unterscheiden","Verb","","","to distinguish / to differentiate","oon-ter-shy-den","Allgemeine Aktivitäten & Verben","","Ihr seid euch sehr ähnlich. Auf dem Foto kann man euch beide nicht unterscheiden.","You look very similar to each other. In the photo, one cannot distinguish the two of you."
"1208","der Unterschied","Nomen","der","die Unterschiede","difference","oon-ter-sheet","Basiswortschatz & Floskeln","","Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?","Can you tell me what the difference is? Which ticket is cheaper?"
"1209","die Vase","Nomen","die","die Vasen","vase","vah-zuh","Wohnen, Haus & Haushalt","","Hast du eine Vase für die Blumen?","Do you have a vase for the flowers?"
"1210","das Velo","Nomen","das","die Velos","bicycle / bike (Swiss German)","vay-lo","Reise, Verkehr & Mobilität","","Sie fährt jeden Morgen mit dem Velo zur Arbeit.","She rides her bike to work every morning."
"1211","die Verbindung","Nomen","die","die Verbindungen","connection","fer-bin-doong","Reise, Verkehr & Mobilität","","Die Verbindung ist sehr gut. Ich kann direkt mit diesem Zug fahren und muss nicht umsteigen.","The connection is very good. I can travel directly with this train and do not have to change."
"1212","der Verbrecher","Nomen","der","die Verbrecher","criminal","fer-brekh-er","Staat, Gesellschaft & Dokumente","","Die Polizei hat den Verbrecher verhaftet.","The police have arrested the criminal."
"1213","der Verdacht","Nomen","der","","suspicion","fer-dakht","Staat, Gesellschaft & Dokumente","","Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht.","Who took the money from the cash register? – I do not know, but I have a suspicion."
"1214","die Vergangenheit","Nomen","die","","past","fer-gahng-en-hite","Uhrzeit, Datum & Kalender","die Zukunft","In der Vergangenheit war das anders.","In the past, that was different."
"1215","der Vergleich","Nomen","der","die Vergleiche","comparison","fer-glykh","Basiswortschatz & Floskeln","","Ein Vergleich ist schwer möglich.","A comparison is hardly possible."
"1216","das Vergnügen","Nomen","das","die Vergnügen","pleasure / enjoyment","fer-gnoo-gen","Freizeit, Hobbys & Unterhaltung","","Es ist ein Vergnügen, den Kindern beim Spielen zuzusehen.","It is a pleasure to watch the children play."
"1217","das Verhalten","Nomen","das","","behavior / conduct","fer-hahl-ten","Person, Familie & Beziehungen","","Ich bewundere dein Verhalten in der schwierigen Situation.","I admire your behavior in the difficult situation."
"1218","verheiratet","Andere","","","married","fer-hy-rah-tet","Person, Familie & Beziehungen","ledig","Meine Eltern sind seit 30 Jahren verheiratet.","My parents have been married for 30 years."
"1219","das Verhältnis","Nomen","das","die Verhältnisse","relationship / proportion","fer-helt-nis","Person, Familie & Beziehungen","","Ich habe ein gutes Verhältnis zu meinen Eltern.","I have a good relationship with my parents."
"1220","das Verkehrszeichen","Nomen","das","die Verkehrszeichen","traffic sign","fer-kears-tsy-khen","Reise, Verkehr & Mobilität","","Meine Kinder lernen in der Schule gerade die Verkehrszeichen.","My children are currently learning the traffic signs in school."
"1221","die Verletzung","Nomen","die","die Verletzungen","injury","fer-lets-oong","Gesundheit, Körper & Pflege","","Keine Angst. Die Verletzung ist nicht so schlimm.","Do not worry. The injury is not that bad."
"1222","der Verlierer","Nomen","der","die Verlierer","loser","fer-lee-rer","Freizeit, Hobbys & Unterhaltung","der Sieger","Sie ist eine gute Verliererin.","She is a good loser."
"1223","der Verlust","Nomen","der","die Verluste","loss","fer-loost","Basiswortschatz & Floskeln","der Gewinn","Der Verlust meiner Uhr ärgert mich sehr.","The loss of my watch annoys me very much."
"1224","die Vermietung","Nomen","die","die Vermietungen","renting / letting","fer-mee-toong","Wohnen, Haus & Haushalt","","Mit der Vermietung von Wohnungen kann man viel Geld verdienen.","One can earn a lot of money with the renting of apartments."
"1225","die Vermittlung","Nomen","die","die Vermittlungen","agency / mediation / operator","fer-mit-loong","Staat, Gesellschaft & Dokumente","","Du suchst ein Zimmer? Dann frag bei der Vermittlung am Bahnhof nach.","Are you looking for a room? Then ask at the agency at the train station."
"1226","vermutlich","Andere","","","presumably / probably","fer-moot-likh","Basiswortschatz & Floskeln","sicher","Vermutlich sagt er die Wahrheit.","He is probably telling the truth."
"1227","verpacken","Verb","","","to pack / to wrap","fer-pak-en","Einkaufen, Geld & Konsum","auspacken","Hast du die Pakete gut verpackt?","Did you pack the parcels well?"
"1228","verpflegen","Verb","","","to cater / to provide food","fer-pfley-gen","Essen, Kochen & Restaurant","","Wir werden hier sehr gut mit Essen verpflegt.","We are very well catered for with food here."
"1229","verraten","Verb","","","to reveal / to betray","fer-rah-ten","Kommunikation, Medien & Sprache","verheimlichen","Wer hat dir das Geheimnis verraten?","Who revealed the secret to you?"
"1230","verrückt","Adjektiv","","","crazy / mad","fer-ruekt","Eigenschaften & Adjektive","normal","Bist du verrückt geworden?!","Have you gone crazy?!"
"1231","die Versammlung","Nomen","die","die Versammlungen","assembly / meeting","fer-zahm-loong","Staat, Gesellschaft & Dokumente","","Der Minister hielt bei der Versammlung eine Rede.","The minister gave a speech at the assembly."
"1232","verschreiben","Verb","","","to prescribe","fer-shry-ben","Gesundheit, Körper & Pflege","","Die Ärztin hat mir Tabletten verschrieben.","The doctor prescribed me pills."
"1233","die Versichertenkarte","Nomen","die","die Versichertenkarten","health insurance card","fer-zikh-er-ten-kar-tuh","Gesundheit, Körper & Pflege","","Haben Sie Ihre Versichertenkarte dabei?","Do you have your health insurance card with you?"
"1234","die Versicherung","Nomen","die","die Versicherungen","insurance","fer-zikh-er-oong","Staat, Gesellschaft & Dokumente","","Sie sollten eine Versicherung für Ihr Gepäck abschließen.","You should take out insurance for your luggage."
"1235","die Verspätung","Nomen","die","die Verspätungen","delay","fer-shpae-toong","Reise, Verkehr & Mobilität","die Pünktlichkeit","Unser Zug hatte 10 Minuten Verspätung.","Our train had a 10-minute delay."
"1236","verständlich","Adjektiv","","","understandable / comprehensible","fer-shtent-likh","Eigenschaften & Adjektive","unverständlich","Nach acht Stunden Schule haben die Kinder keine Lust mehr, die Hausaufgaben zu machen. Ich finde das verständlich.","After eight hours of school, the children have no more desire to do homework. I find that understandable."
"1237","das Verständnis","Nomen","das","","understanding / comprehension","fer-shtent-nis","Gefühle, Charakter & Meinung","das Unverständnis","Wir bitten um Ihr Verständnis.","We ask for your understanding."
"1238","der Versuch","Nomen","der","die Versuche","attempt / trial","fer-zookh","Basiswortschatz & Floskeln","","Mein Versuch, etwas zu ändern, blieb ohne Erfolg.","My attempt to change something remained without success."
"1239","das Vertrauen","Nomen","das","","trust / confidence","fer-trow-en","Gefühle, Charakter & Meinung","das Misstrauen","Ich habe Vertrauen zu Ihnen.","I have trust in you."
"1240","der Vertreter","Nomen","der","die Vertreter","representative / substitute","fer-tray-ter","Arbeit, Beruf & Karriere","","Die Elternvertreter treffen sich morgen Abend in der Schule.","The parents' representatives are meeting tomorrow evening at the school."
"1241","die Vertretung","Nomen","die","die Vertretungen","substitution / replacement","fer-tray-toong","Arbeit, Beruf & Karriere","","Herr Dr. Meyer macht für mich die Vertretung.","Dr. Meyer is doing the substitution for me."
"1242","die Verwaltung","Nomen","die","die Verwaltungen","administration","fer-vahl-toong","Staat, Gesellschaft & Dokumente","","Sprechen Sie bitte mit der Verwaltung. Die können Ihnen helfen.","Please speak with the administration. They can help you."
"1243","verwandt","Andere","","","related","fer-vahnt","Person, Familie & Beziehungen","","Sind Sie mit Frau Meyer verwandt?","Are you related to Mrs. Meyer?"
"1244","verwenden","Verb","","","to use","fer-ven-den","Allgemeine Aktivitäten & Verben","","Dieses Wort wird oft verwendet.","This word is often used."
"1245","verzichten","Verb","","","to do without / to give up","fer-tsikh-ten","Allgemeine Aktivitäten & Verben","","Ich verzichte heute auf den Kaffee.","I am doing without coffee today."
"1246","das Video","Nomen","das","die Videos","video","vee-day-o","Kommunikation, Medien & Sprache","","Lass uns ein Video vom Fest machen!","Let's make a video of the party!"
"1247","das Viertel","Nomen","das","die Viertel","quarter / district","feer-tel","Wohnen, Haus & Haushalt / Zahlen, Maße & Mengen","","Wir wohnen in einem schönen Viertel.","We live in a beautiful district."
"1248","virtuell","Adjektiv","","","virtual","vir-too-el","Kommunikation, Medien & Sprache","real","Auf dieser Website kann man an einer virtuellen Stadtrundfahrt teilnehmen.","On this website, one can take part in a virtual city tour."
"1249","der Virus","Nomen","der","die Viren","virus","vee-rus","Kommunikation, Medien & Sprache","","Ich habe mal wieder einen Virus auf meinem Computer.","I have a virus on my computer again."
"1250","die Visitenkarte","Nomen","die","die Visitenkarten","business card","vi-zee-ten-kar-tuh","Arbeit, Beruf & Karriere / Kommunikation, Medien & Sprache","","Darf ich Ihnen meine Visitenkarte geben?","May I give you my business card?"
"1251","das Visum","Nomen","das","die Visa","visa","vee-zum","Staat, Gesellschaft & Dokumente","","Das Visum ist für drei Monate gültig.","The visa is valid for three months."
"1252","das Vitamin","Nomen","das","die Vitamine","vitamin","vee-tah-meen","Gesundheit, Körper & Pflege","","Der Arzt sagt, ich soll viele Vitamine essen.","The doctor says I should eat lots of vitamins."
"1253","Volleyball","Andere","","","volleyball","vol-lee-bahl","Freizeit, Hobbys & Unterhaltung","","Im Sommer spiele ich gern Volleyball.","In the summer I like to play volleyball."
"1254","die Vollzeit","Nomen","die","","full-time","fol-tsite","Arbeit, Beruf & Karriere","die Teilzeit","Ich möchte gerne Vollzeit arbeiten.","I would like to work full-time."
"1255","voneinander","Andere","","","from each other / of one another","fon-eye-nahn-der","Basiswortschatz & Floskeln","","Wir haben lange nichts voneinander gehört.","We have not heard from each other for a long time."
"1256","vor allem","Andere","","","above all / especially","fohr ah-lem","Basiswortschatz & Floskeln","","Grüßen Sie alle von mir, vor allem Frau Meier.","Greet everyone for me, especially Mrs. Meier."
"1257","voraus","Andere","","","ahead / in advance","fohr-ows","Basiswortschatz & Floskeln","im Nachhinein","Ich danke Ihnen im Voraus für Ihre Mühe.","I thank you in advance for your effort."
"1258","die Voraussetzung","Nomen","die","die Voraussetzungen","prerequisite / requirement","fohr-ows-zet-soong","Arbeit, Beruf & Karriere","","Gesunde Ernährung ist die Voraussetzung für ein langes Leben.","A healthy diet is the prerequisite for a long life."
"1259","die Vorbereitung","Nomen","die","die Vorbereitungen","preparation","fohr-buh-rye-toong","Ausbildung, Schule & Studium","","Nächste Woche beginnen wir mit der Vorbereitung für die Prüfung.","Next week we start with the preparation for the exam."
"1260","die Vorfahrt","Nomen","die","die Vorfahrten","right of way / priority","fohr-fahrt","Reise, Verkehr & Mobilität","","Achtung! Das Auto rechts hat Vorfahrt!","Attention! The car on the right has the right of way!"
"1261","vorhaben","Verb","","","to intend / to plan","fohr-hah-ben","Freizeit, Hobbys & Unterhaltung","","Haben Sie morgen Abend schon etwas vor?","Do you already have plans for tomorrow evening?"
"1262","vorkommen","Verb","","","to happen / to occur","fohr-kom-men","Allgemeine Aktivitäten & Verben","","Kein Problem. Das kann vorkommen.","No problem. That can happen."
"1263","vorlesen","Verb","","","to read aloud","for-lay-zen","Kommunikation, Medien & Sprache","","Ich lese meinen Kindern oft etwas vor.","I often read aloud to my children."
"1264","der Vorort","Nomen","der","die Vororte","suburb","for-ort","Wohnen, Haus & Haushalt","das Stadtzentrum","Mein Bruder wohnt in einem Vorort von Hamburg.","My brother lives in a suburb of Hamburg."
"1265","der Vorort","Nomen","der","die Vororte","suburb","for-ort","Wohnen, Haus & Haushalt","das Zentrum","Wir wohnen in einem Vorort von Köln.","We live in a suburb of Cologne."
"1266","die Vorschrift","Nomen","die","die Vorschriften","rule / regulation","for-shrift","Staat, Gesellschaft & Dokumente","","Beachten Sie bitte die Vorschriften für das Benutzen der Bibliothek.","Please observe the regulations for using the library."
"1267","die Vorstellung","Nomen","die","die Vorstellungen","performance / introduction / idea","for-shtel-loong","Freizeit, Hobbys & Unterhaltung","","Wann läuft der Film? – Die nächste Vorstellung ist um 15 Uhr.","When is the film playing? – The next performance is at 3 PM."
"1268","das Vorstellungsgespräch","Nomen","das","die Vorstellungsgespräche","job interview","for-shtel-loongs-guh-shpraekh","Arbeit, Beruf & Karriere","","Wann hast du dein Vorstellungsgespräch?","When do you have your job interview?"
"1269","der Vorteil","Nomen","der","die Vorteile","advantage / benefit","for-tile","Basiswortschatz & Floskeln","der Nachteil","Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.","The advantage of this apartment is that it is located right in the center."
"1270","der Vortrag","Nomen","der","die Vorträge","presentation / lecture","for-trahg","Kommunikation, Medien & Sprache","","Ihr Vortrag war sehr interessant.","Her presentation was very interesting."
"1271","der Vorwurf","Nomen","der","die Vorwürfe","reproach / accusation","for-voorf","Kommunikation, Medien & Sprache","das Lob","Eva kann nichts dafür. Mach ihr keine Vorwürfe.","Eva cannot help it. Do not make any accusations against her."
"1272","völlig","Andere","","","completely / totally","fuel-likh","Eigenschaften & Adjektive","teilweise","Das halte ich für völlig ausgeschlossen.","I consider that completely impossible."
"1273","wachsen","Verb","","","to grow","vakh-sen","Natur, Umwelt & Tiere","schrumpfen","Mein Sohn ist sehr gewachsen. Er ist jetzt schon größer als ich.","My son has grown a lot. He is already taller than me now."
"1274","die Wahl","Nomen","die","die Wahlen","choice / election","vahl","Staat, Gesellschaft & Dokumente","","Sie haben die Wahl: mit Vollpension oder Halbpension?","You have the choice: with full board or half board?"
"1275","wahnsinnig","Adjektiv","","","crazy / insane / incredibly","vahn-zin-nikh","Eigenschaften & Adjektive","normal","Diese Musik gefällt mir wahnsinnig gut.","I like this music incredibly well."
"1276","die Wahrheit","Nomen","die","die Wahrheiten","truth","vahr-hite","Basiswortschatz & Floskeln","die Lüge","Sag mir bitte die Wahrheit. Hast du wieder geraucht?","Please tell me the truth. Did you smoke again?"
"1277","wahrscheinlich","Adjektiv","","","probably / likely","vahr-shine-likh","Eigenschaften & Adjektive","unwahrscheinlich","Wahrscheinlich mache ich im Herbst noch einen Deutschkurs.","Probably, I will take another German course in the autumn."
"1278","die Wand","Nomen","die","die Wände","wall","vahnt","Wohnen, Haus & Haushalt","","Ich stelle das Regal rechts an die Wand.","I am placing the shelf on the right against the wall."
"1279","die Wanderung","Nomen","die","die Wanderungen","hike / walk","vahn-der-oong","Freizeit, Hobbys & Unterhaltung","","Wir haben in den Ferien eine schöne Wanderung gemacht.","We went on a beautiful hike during the holidays."
"1280","die Ware","Nomen","die","die Waren","goods / merchandise","vah-ruh","Einkaufen, Geld & Konsum","","Wir liefern Ihnen die Ware direkt ins Haus.","We deliver the goods directly to your house."
"1281","das Waschmittel","Nomen","das","die Waschmittel","detergent / washing powder","vash-mit-tel","Wohnen, Haus & Haushalt","","Diese Bluse darfst du nicht mit jedem Waschmittel waschen.","You must not wash this blouse with just any detergent."
"1282","der Wecker","Nomen","der","die Wecker","alarm clock","vek-ker","Uhrzeit, Datum & Kalender","","Hast du den Wecker schon gestellt?","Have you already set the alarm clock?"
"1283","weder … noch","Andere","","","neither … nor","vay-der nokh","Grammatik, Pronomen & Struktur","sowohl ... als auch","Für Urlaub haben wir weder Zeit noch Geld.","We have neither time nor money for a vacation."
"1284","weich","Adjektiv","","","soft","vykh","Eigenschaften & Adjektive","hart","Das Bett im Hotel war mir zu weich.","The bed in the hotel was too soft for me."
"1285","weil","Andere","","","because","vile","Grammatik, Pronomen & Struktur","","Ich kann nicht kommen, weil ich krank bin.","I cannot come because I am sick."
"1286","wenden","Verb","","","to turn / to turn around","ven-den","Reise, Verkehr & Mobilität","","Sie müssen zurückfahren, aber hier dürfen Sie nicht wenden.","You have to drive back, but you are not allowed to turn around here."
"1287","wenn","Andere","","","if / when","ven","Grammatik, Pronomen & Struktur","","Kommst du zu der Party? – Vielleicht, wenn ich nicht arbeiten muss.","Are you coming to the party? – Maybe, if I don't have to work."
"1288","die Werbung","Nomen","die","die Werbungen","advertisement / commercial","vear-boong","Einkaufen, Geld & Konsum","","Ich sehe gern Werbung im Fernsehen.","I like watching commercials on television."
"1289","das Werk","Nomen","das","die Werke","factory / plant / work","verk","Arbeit, Beruf & Karriere","","Wir haben gestern das Werk besichtigt.","We visited the factory yesterday."
"1290","die Werkstatt","Nomen","die","die Werkstätten","workshop / garage","verk-shtaht","Arbeit, Beruf & Karriere","","Mein Wagen ist zurzeit in der Werkstatt.","My car is currently in the garage."
"1291","das Werkzeug","Nomen","das","die Werkzeuge","tool / tools","verk-tsoyg","Wohnen, Haus & Haushalt","","Wir hatten kein Werkzeug für die Reparatur dabei.","We had no tools with us for the repair."
"1292","wert","Andere","","","worth / valuable","vert","Eigenschaften & Adjektive","wertlos","Das Auto ist vielleicht noch 1000 Euro wert.","The car is perhaps still worth 1000 euros."
"1293","der Wert","Nomen","der","die Werte","value / worth","veart","Einkaufen, Geld & Konsum","","Das Haus hat einen Wert von ca. 1 Mio. Euro.","The house has a value of approx. 1 million euros."
"1294","wertlos","Adjektiv","","","worthless","veart-los","Eigenschaften & Adjektive","wertvoll","Diese alten Geldscheine sind heute völlig wertlos.","These old banknotes are completely worthless today."
"1295","wertvoll","Adjektiv","","","valuable / precious","veart-fol","Eigenschaften & Adjektive","wertlos","Ich habe einen sehr wertvollen Ring von meiner Großmutter.","I have a very valuable ring from my grandmother."
"1296","weshalb","Andere","","","why / for what reason","ves-hahlp","Grammatik, Pronomen & Struktur","","Weshalb rufst du an?","Why are you calling?"
"1297","der Wettbewerb","Nomen","der","die Wettbewerbe","competition / contest","vet-buh-verp","Freizeit, Hobbys & Unterhaltung","","Meine Tochter hat bei einem Wettbewerb gewonnen. Sie hat das beste Bild gemalt.","My daughter won a competition. She painted the best picture."
"1298","der Wetterbericht","Nomen","der","die Wetterberichte","weather report / weather forecast","vet-ter-buh-rikht","Natur, Umwelt & Tiere","","Hast du schon den Wetterbericht gehört?","Have you already heard the weather report?"
"1299","die Wettervorhersage","Nomen","die","die Wettervorhersagen","weather forecast","vet-ter-for-hair-zah-guh","Natur, Umwelt & Tiere","","Die Wettervorhersage für morgen: trocken und sonnig.","The weather forecast for tomorrow: dry and sunny."
"1300","widersprechen","Verb","","","to contradict / to disagree","vee-der-shprekh-en","Kommunikation, Medien & Sprache","zustimmen","Da muss ich Ihnen widersprechen.","I have to contradict you there."
"1301","die Wiederholung","Nomen","die","die Wiederholungen","repetition / review","vee-der-ho-loong","Ausbildung, Schule & Studium","","Eine Wiederholung der Prüfung ist möglich.","A repetition of the exam is possible."
"1302","die Wiese","Nomen","die","die Wiesen","meadow","vee-zuh","Natur, Umwelt & Tiere","","Vor unserem Haus ist eine Wiese mit Bäumen.","In front of our house is a meadow with trees."
"1303","wieso","Andere","","","why / how come","vee-zo","Basiswortschatz & Floskeln","","Wie lange sind Sie hier? – Wieso fragen Sie?","How long are you here? – Why do you ask?"
"1304","wild","Adjektiv","","","wild","vilt","Eigenschaften & Adjektive","zahm","Das ist ein wilder Fluss.","That is a wild river."
"1305","winken","Verb","","","to wave","ving-ken","Allgemeine Aktivitäten & Verben","","Alle standen auf dem Bahnsteig und winkten zum Abschied.","Everyone stood on the platform and waved goodbye."
"1306","wirklich","Adjektiv","","","really / real","virk-likh","Eigenschaften & Adjektive","unwirklich","Du glaubst mir nicht? Es ist aber wirklich so.","You do not believe me? But it is really so."
"1307","die Wirklichkeit","Nomen","die","","reality","virk-likh-kite","Basiswortschatz & Floskeln","der Traum","Das Buch beschreibt die Wirklichkeit um 1900 sehr gut.","The book describes the reality around 1900 very well."
"1308","die Wirkung","Nomen","die","die Wirkungen","effect / impact","vir-koong","Gesundheit, Körper & Pflege","die Ursache","Welche Wirkungen hat dieses Medikament?","What effects does this medication have?"
"1309","der Wirt","Nomen","der","die Wirte","landlord / innkeeper","veert","Essen, Kochen & Restaurant","der Gast","Ich kenne den Wirt von diesem Lokal.","I know the landlord of this pub."
"1310","die Wirtin","Nomen","die","die Wirtinnen","landlady / innkeeper","veer-tin","Essen, Kochen & Restaurant","der Gast","Ich kenne die Wirtin von diesem Lokal. Sie ist sehr nett.","I know the landlady of this pub. She is very nice."
"1311","die Wirtschaft","Nomen","die","","economy","veert-shahft","Staat, Gesellschaft & Dokumente","","In der Schule lernen die Kinder viel über Wirtschaft und Politik.","In school, the children learn a lot about economy and politics."
"1312","das Wissen","Nomen","das","","knowledge","vis-sen","Ausbildung, Schule & Studium","die Unwissenheit","Er hat ein großes Wissen über Pflanzen.","He has a great knowledge of plants."
