id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"509","die Sonne","Nomen","die","die Sonnen","sun","zon-neh","Natur, Umwelt & Tiere","der Mond","Die Sonne scheint.","The sun is shining."
"510","die Speisekarte","Nomen","die","die Speisekarten","menu / menu card","shpy-zeh-kar-teh","Essen, Kochen & Restaurant","","Bringen Sie mir die Speisekarte, bitte.","Bring me the menu, please."
"511","spielen","Verb","","","to play","shpee-len","Freizeit, Hobbys & Unterhaltung","","Die Kinder spielen draußen. Spielen Sie Karten?","The children play outside. Do you play cards?"
"512","der Sport","Nomen","der","","sports","shport","Freizeit, Hobbys & Unterhaltung","","Ich mache viel Sport.","I do a lot of sports."
"513","die Sprache","Nomen","die","die Sprachen","language","shprah-kheh","Kommunikation, Medien & Sprache","","Welche Sprachen sprichst du?","Which languages do you speak?"
"514","sprechen","Verb","","","to speak / to talk","shprekh-en","Kommunikation, Medien & Sprache","schweigen","Kann ich (mit) Herrn Klein sprechen?","Can I speak with Mr. Klein?"
"515","spät","Adjektiv","","","late","shpait","Uhrzeit, Datum & Kalender","früh","Es ist schon spät, ich muss gehen.","It is already late, I must go."
"516","später","Andere","","","later","shpai-ter","Uhrzeit, Datum & Kalender","früher","Das können wir später machen.","We can do that later."
"517","die Stadt","Nomen","die","die Städte","city / town","shtaht","Wohnen, Haus & Haushalt","das Dorf","Heidelberg ist eine alte Stadt.","Heidelberg is an old city."
"518","stehen","Verb","","","to stand / to be located","shtey-hen","Allgemeine Aktivitäten & Verben","sitzen","Ich glaube es nicht, aber es steht in der Zeitung. Der Bus steht schon an der Haltestelle.","I do not believe it, but it says so in the newspaper. The bus is already standing at the bus stop."
"519","die Stelle","Nomen","die","die Stellen","job / position / place","shtel-leh","Arbeit, Beruf & Karriere","","Ich habe eine neue Stelle.","I have a new job."
"520","stellen","Verb","","","to put / to place","shtel-len","Allgemeine Aktivitäten & Verben","legen","Stell die Tasche rechts in die Ecke!","Put the bag in the corner on the right!"
"521","der Stock","Nomen","der","die Stöcke","floor / story","shtok","Wohnen, Haus & Haushalt","","Unsere Wohnung liegt im ersten Stock.","Our apartment is on the first floor."
"522","die Straße","Nomen","die","die Straßen","street / road","shtrah-seh","Reise, Verkehr & Mobilität","","In welcher Straße wohnen Sie?","What street do you live on?"
"523","die Straßenbahn","Nomen","die","die Straßenbahnen","tram / streetcar","shtrah-sen-bahn","Reise, Verkehr & Mobilität","","Wo fährt die Straßenbahn ab?","Where does the tram depart from?"
"524","der Student","Nomen","der","die Studenten","university student","shtoo-dent","Ausbildung, Schule & Studium","","Ich bin Studentin.","I am a university student."
"525","studieren","Verb","","","to study (at university)","shtoo-dee-ren","Ausbildung, Schule & Studium","","Ich studiere in Mainz.","I study in Mainz."
"526","das Studium","Nomen","das","die Studien","university studies / degree program","shtoo-dee-oom","Ausbildung, Schule & Studium","","Das Studium beginnt im Oktober.","The degree program begins in October."
"527","die Stunde","Nomen","die","die Stunden","hour / lesson","shtoon-deh","Uhrzeit, Datum & Kalender","die Minute","Ich bin in einer Stunde zurück.","I am back in an hour."
"528","suchen","Verb","","","to search / to look for","zoo-khen","Allgemeine Aktivitäten & Verben","finden","Suchst du etwas?","Are you looking for something?"
"529","tanzen","Verb","","","to dance","tahnt-sen","Freizeit, Hobbys & Unterhaltung","","Tanzen Sie gern?","Do you like to dance?"
"530","die Tasche","Nomen","die","die Taschen","bag / pocket","tah-sheh","Einkaufen, Geld & Konsum","","Ich habe die Schlüssel in der Tasche.","I have the keys in the bag."
"531","das Taxi","Nomen","das","die Taxis","taxi / cab","tahk-see","Reise, Verkehr & Mobilität","","Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi.","There is no bus anymore today. He is traveling by taxi."
"532","der Tee","Nomen","der","","tea","tay","Essen, Kochen & Restaurant","der Kaffee","Ich trinke morgens immer Tee.","I always drink tea in the morning."
"533","der Teil","Nomen","der","die Teile","part / section","tile","Basiswortschatz & Floskeln","das Ganze","Lies bitte auch den zweiten Teil.","Please read the second part too."
"534","das Telefon","Nomen","das","die Telefone","telephone / phone","te-le-fone","Kommunikation, Medien & Sprache","","Haben Sie Telefon?","Do you have a telephone?"
"535","telefonieren","Verb","","","to make a phone call / to telephone","te-le-fo-nee-ren","Kommunikation, Medien & Sprache","","Darf ich mal telefonieren?","May I make a phone call?"
"536","der Termin","Nomen","der","die Termine","appointment / date","ter-meen","Uhrzeit, Datum & Kalender","","Am besten machen wir sofort einen Termin.","It is best if we make an appointment immediately."
"537","der Test","Nomen","der","die Tests","test","test","Ausbildung, Schule & Studium","","Der Test war einfach.","The test was easy."
"538","teuer","Adjektiv","","","expensive","toy-er","Einkaufen, Geld & Konsum","billig","Das ist mir zu teuer.","That is too expensive for me."
"539","der Text","Nomen","der","die Texte","text","tekst","Ausbildung, Schule & Studium","","Lesen Sie bitte diesen Text.","Please read this text."
"540","das Thema","Nomen","das","die Themen","topic / theme","tay-mah","Ausbildung, Schule & Studium","","Wir sprechen heute über das Thema „Essen und Trinken“.","We are speaking today about the topic ""food and drink""."
"541","das Ticket","Nomen","das","die Tickets","ticket","tik-et","Reise, Verkehr & Mobilität","","Wie viel kostet das Ticket?","How much does the ticket cost?"
"542","der Tisch","Nomen","der","die Tische","table","tish","Wohnen, Haus & Haushalt","","Die Fotos liegen auf dem Tisch.","The photos are lying on the table."
"543","die Tochter","Nomen","die","die Töchter","daughter","tokh-ter","Person, Familie & Beziehungen","der Sohn","Das ist meine Tochter Katharina.","That is my daughter Katharina."
"544","die Toilette","Nomen","die","die Toiletten","toilet / restroom","twa-let-teh","Basiswortschatz & Floskeln","","Wo ist die Toilette, bitte?","Where is the toilet, please?"
"545","die Tomate","Nomen","die","die Tomaten","tomato","to-mah-teh","Essen, Kochen & Restaurant","","Die Tomate ist noch grün.","The tomato is still green."
"546","tot","Adjektiv","","","dead","toht","Person, Familie & Beziehungen","lebendig","Sein Vater ist schon lange tot.","His father has been dead for a long time."
"547","die Treppe","Nomen","die","die Treppen","stairs / staircase","trep-peh","Wohnen, Haus & Haushalt","der Aufzug","Die Toilette? Die Treppe hoch und dann links.","The toilet? Up the stairs and then left."
"548","trinken","Verb","","","to drink","tring-ken","Essen, Kochen & Restaurant","essen","Möchtest du etwas trinken?","Would you like something to drink?"
"549","tschüss","Andere","","","bye / bye-bye","choos","Basiswortschatz & Floskeln","hallo","Junge Leute sagen meistens „tschüss!“ und nicht „auf Wiedersehen“.","Young people mostly say ""bye!"" and not ""goodbye""."
"550","tun","Verb","","","to do","toon","Allgemeine Aktivitäten & Verben","","Ich habe noch etwas zu tun. Was tut Ihr Mann?","I still have something to do. What does your husband do?"
"551","die Uhr","Nomen","die","die Uhren","clock / watch / o'clock","oor","Uhrzeit, Datum & Kalender","","Es ist vier Uhr.","It is four o'clock."
"552","um","Andere","","","at / around","oom","Grammatik, Pronomen & Struktur","","Er kommt um sieben Uhr. Da kommt er gerade um die Ecke.","He is coming at seven o'clock. There he comes right around the corner."
"553","umziehen","Verb","","","to move (house)","oom-tsee-hen","Wohnen, Haus & Haushalt","","Nächsten Monat ziehen wir um.","Next month we are moving."
"554","und","Andere","","","and","oont","Grammatik, Pronomen & Struktur","oder","Peter und Helmut sind meine Söhne.","Peter and Helmut are my sons."
"555","unser-","Andere","","","our","oon-zer","Grammatik, Pronomen & Struktur","euer-","Das ist unsere Lehrerin.","That is our teacher."
"556","unten","Andere","","","downstairs / below / at the bottom","oon-ten","Wohnen, Haus & Haushalt","oben","Er wohnt ganz unten im Haus.","He lives right at the bottom of the house."
"557","unter","Andere","","","under / below","oon-ter","Grammatik, Pronomen & Struktur","über","Unter uns wohnt eine Familie mit drei Kindern.","A family with three children lives below us."
"558","der Unterricht","Nomen","der","","class / lesson / instruction","oon-ter-rikht","Ausbildung, Schule & Studium","","Wir haben Unterricht von 8.00 bis 12.00 Uhr.","We have class from 8.00 to 12.00."
"559","unterschreiben","Verb","","","to sign","oon-ter-shry-ben","Staat, Gesellschaft & Dokumente","","Wo muss ich unterschreiben?","Where must I sign?"
"560","die Unterschrift","Nomen","die","die Unterschriften","signature","oon-ter-shrift","Staat, Gesellschaft & Dokumente","","Hier fehlt noch Ihre Unterschrift.","Your signature is still missing here."
"561","der Urlaub","Nomen","der","die Urlaube","vacation / holiday","oor-lowp","Reise, Verkehr & Mobilität","die Arbeit","Ich nehme im September Urlaub.","I am taking a vacation in September."
"562","der Vater","Nomen","der","die Väter","father","fah-ter","Person, Familie & Beziehungen","die Mutter","Mein Vater ist Arbeiter.","My father is a worker."
"563","verboten","Adjektiv","","","forbidden / prohibited","fer-bo-ten","Eigenschaften & Adjektive","erlaubt","Hier ist Rauchen verboten.","Smoking is forbidden here."
"564","verdienen","Verb","","","to earn","fer-dee-nen","Arbeit, Beruf & Karriere","ausgeben","Ich verdiene 1.500 Euro im Monat.","I earn 1,500 euros a month."
"565","der Verein","Nomen","der","die Vereine","club / association","fer-ine","Freizeit, Hobbys & Unterhaltung","","Es gibt einen neuen Sportverein in der Stadt.","There is a new sports club in the city."
"566","verheiratet","Adjektiv","","","married","fer-hy-rah-tet","Person, Familie & Beziehungen","ledig","Ich bin verheiratet und habe drei Kinder.","I am married and have three children."
"567","verkaufen","Verb","","","to sell","fer-kow-fen","Einkaufen, Geld & Konsum","kaufen","Er verkauft sein altes Auto.","He is selling his old car."
"568","der Verkäufer","Nomen","der","die Verkäufer","salesman / shop assistant","fer-koy-fer","Arbeit, Beruf & Karriere","der Kunde","Meine Mutter ist Verkäuferin im Kaufhaus.","My mother is a shop assistant in the department store."
"569","vermieten","Verb","","","to rent out / to let","fer-mee-ten","Wohnen, Haus & Haushalt","mieten","Die Wohnung ist schon vermietet.","The apartment is already rented out."
"570","der Vermieter","Nomen","der","die Vermieter","landlord","fer-mee-ter","Wohnen, Haus & Haushalt","der Mieter","Unser Vermieter heißt Huber. Er wohnt auch hier.","Our landlord is called Huber. He lives here too."
"571","verstehen","Verb","","","to understand","fer-shtey-en","Kommunikation, Medien & Sprache","","Können Sie mich verstehen?","Can you understand me?"
"572","der Verwandte","Nomen","der","die Verwandten","relative","fer-vahn-teh","Person, Familie & Beziehungen","","Peter besucht seine Verwandten in Polen.","Peter is visiting his relatives in Poland."
"573","viel","Andere","","","much / a lot","feel","Zahlen, Maße & Mengen","wenig","Hier regnet es viel.","It rains a lot here."
"574","vielleicht","Andere","","","maybe / perhaps","fee-lykht","Basiswortschatz & Floskeln","sicher","Ich komme vielleicht mit dem Bus.","I might come by bus."
"575","von","Andere","","","from / of","fon","Grammatik, Pronomen & Struktur","zu","Das Auto von Felix ist kaputt. Er kommt gerade von Köln/von zu Hause.","Felix's car is broken. He is just coming from Cologne/from home."
"576","vor","Andere","","","before / in front of","for","Grammatik, Pronomen & Struktur","nach","Der Termin war vor einer Stunde. Das Auto steht vor der Tür.","The appointment was an hour ago. The car is standing in front of the door."
"577","der Vorname","Nomen","der","die Vornamen","first name","for-nah-meh","Person, Familie & Beziehungen","der Familienname","Ich heiße Müller, mein Vorname ist Eva.","My name is Müller, my first name is Eva."
"578","die Vorsicht","Nomen","die","","caution / care","for-zikht","Basiswortschatz & Floskeln","","Vorsicht! Da kommt ein Auto.","Careful! A car is coming."
"579","die Vorwahl","Nomen","die","die Vorwahlen","area code / dialing code","for-vahl","Kommunikation, Medien & Sprache","","Wie ist die Vorwahl von München?","What is the area code of Munich?"
"580","wandern","Verb","","","to hike / to wander","vahn-dern","Freizeit, Hobbys & Unterhaltung","","Wir wandern um den Chiemsee.","We are hiking around the Chiemsee."
"581","wann","Andere","","","when","vahn","Uhrzeit, Datum & Kalender","","Wann bist du fertig? Wann kann ich Sie anrufen?","When are you ready? When can I call you?"
"582","warten","Verb","","","to wait","var-ten","Allgemeine Aktivitäten & Verben","","Können Sie ein paar Minuten warten? Auf wen warten Sie?","Can you wait a few minutes? Who are you waiting for?"
"583","warum","Andere","","","why","vah-room","Grammatik, Pronomen & Struktur","","Warum kommt er nicht?","Why is he not coming?"
"584","was","Andere","","","what","vahs","Grammatik, Pronomen & Struktur","","Was ist das? Was möchten Sie?","What is that? What would you like?"
"585","waschen","Verb","","","to wash","vah-shen","Gesundheit, Körper & Pflege","","Wo kann ich mir die Hände waschen? Ich muss morgen waschen.","Where can I wash my hands? I must wash tomorrow."
"586","das Wasser","Nomen","das","","water","vahs-ser","Essen, Kochen & Restaurant","","Ein Glas Wasser, bitte.","A glass of water, please."
"587","weg sein","Verb","","","to be gone / to be away","vek zine","Allgemeine Aktivitäten & Verben","da sein","Herr Meier ist schon weg.","Mr. Meier is already gone."
"588","wehtun","Verb","","","to hurt / to ache","vey-toon","Gesundheit, Körper & Pflege","","Ich muss zum Arzt. Mein Bein tut weh.","I must go to the doctor. My leg hurts."
"589","weiblich","Adjektiv","","","female / feminine","vybe-likh","Person, Familie & Beziehungen","männlich","Kreuzen Sie bitte an: „weiblich“ oder „männlich“.","Please check: ""female"" or ""male""."
"590","der Wein","Nomen","der","die Weine","wine","vine","Essen, Kochen & Restaurant","das Wasser","Nein danke, ich möchte keinen Wein.","No thank you, I do not want any wine."
"591","weit","Adjektiv","","","far / wide","vite","Reise, Verkehr & Mobilität","nah","Zum Bahnhof ist es nicht weit.","It is not far to the train station."
"592","weiter","Andere","","","further / on","vy-ter","Reise, Verkehr & Mobilität","zurück","Der Bus fährt nicht weiter.","The bus does not go any further."
"593","welch-","Andere","","","which","velkh","Grammatik, Pronomen & Struktur","","Welches Buch möchtest du?","Which book would you like?"
"594","die Welt","Nomen","die","die Welten","world","velt","Basiswortschatz & Floskeln","","Es gibt viele Probleme auf der Welt.","There are many problems in the world."
"595","wenig","Adjektiv","","","little / few","vey-nikh","Zahlen, Maße & Mengen","viel","Ich habe leider nur wenig verstanden. Er verdient wenig.","Unfortunately I only understood a little. He earns little."
"596","wer","Andere","","","who","vair","Grammatik, Pronomen & Struktur","","Wer ist das?","Who is that?"
"597","werden","Verb","","","to become / to get","vair-den","Allgemeine Aktivitäten & Verben","bleiben","Mein Sohn will Arzt werden.","My son wants to become a doctor."
"598","das Wetter","Nomen","das","","weather","vet-ter","Natur, Umwelt & Tiere","","Wir hatten schlechtes Wetter.","We had bad weather."
"599","wichtig","Adjektiv","","","important","vikh-tikh","Eigenschaften & Adjektive","unwichtig","Dieses Formular ist sehr wichtig.","This form is very important."
"600","wie","Andere","","","how / as / like","vee","Grammatik, Pronomen & Struktur","","Wie heißt du? Er schreibt wie ein Kind.","What is your name? He writes like a child."
"601","wie viel","Andere","","","how much / how many","vee feel","Zahlen, Maße & Mengen","","Wie viel Milch nehmen Sie?","How much milk do you take?"
"602","wiederholen","Verb","","","to repeat","vee-der-ho-len","Allgemeine Aktivitäten & Verben","","Können Sie das bitte wiederholen?","Can you please repeat that?"
"603","das Wiederhören","Nomen","das","","goodbye (on the phone)","vee-der-hur-en","Basiswortschatz & Floskeln","","Wir müssen jetzt Schluss machen. Also auf Wiederhören!","We must finish now. So goodbye!"
"604","das Wiedersehen","Nomen","das","","goodbye / seeing again","vee-der-zay-en","Basiswortschatz & Floskeln","","Auf Wiedersehen!","Goodbye!"
"605","willkommen","Adjektiv","","","welcome","vil-kom-men","Basiswortschatz & Floskeln","unwillkommen","Herzlich willkommen!","Welcome!"
"606","der Wind","Nomen","der","die Winde","wind","vint","Natur, Umwelt & Tiere","","Der Wind kommt aus Osten.","The wind comes from the east."
"607","wir","Andere","","","we","veer","Grammatik, Pronomen & Struktur","ihr","Wir lernen Deutsch.","We are learning German."
"608","wissen","Verb","","","to know (a fact)","vis-sen","Allgemeine Aktivitäten & Verben","","Weißt du, wie er heißt?","Do you know what his name is?"
"609","wo","Andere","","","where","vo","Grammatik, Pronomen & Struktur","","Wo waren Sie im Urlaub? Wo ist die Post? Wo sind Sie geboren?","Where were you on vacation? Where is the post office? Where were you born?"
"610","woher","Andere","","","where from","vo-hair","Grammatik, Pronomen & Struktur","wohin","Woher kommen Sie?","Where do you come from?"
"611","wohin","Andere","","","where to","vo-hin","Grammatik, Pronomen & Struktur","woher","Wohin fährt dieser Bus? Wohin wollen Sie am Wochenende?","Where does this bus go? Where do you want to go on the weekend?"
"612","wohnen","Verb","","","to live / to reside","vo-nen","Wohnen, Haus & Haushalt","","Ich wohne in München.","I live in Munich."
"613","die Wohnung","Nomen","die","die Wohnungen","apartment / flat","vo-noong","Wohnen, Haus & Haushalt","","Seit wann haben Sie diese Wohnung?","Since when have you had this apartment?"
"614","wollen","Verb","","","to want","vol-len","Allgemeine Aktivitäten & Verben","","Wollen Sie einen Kaffee trinken?","Do you want to drink a coffee?"
"615","das Wort","Nomen","das","die Wörter","word","vort","Kommunikation, Medien & Sprache","","Ich kenne das Wort nicht.","I do not know the word."
"616","wunderbar","Adjektiv","","","wonderful","voon-der-bar","Eigenschaften & Adjektive","schrecklich","Das Essen schmeckt wunderbar.","The food tastes wonderful."
"617","zahlen","Verb","","","to pay","tsah-len","Einkaufen, Geld & Konsum","","Zahlen, bitte!","The bill, please!"
"618","die Zeit","Nomen","die","die Zeiten","time","tsite","Uhrzeit, Datum & Kalender","","Ich habe heute keine Zeit.","I have no time today."
"619","die Zeitung","Nomen","die","die Zeitungen","newspaper","tsy-toong","Kommunikation, Medien & Sprache","","Ich lese gern Zeitung.","I like to read the newspaper."
"620","die Zigarette","Nomen","die","die Zigaretten","cigarette","tsi-gah-ret-teh","Einkaufen, Geld & Konsum","","Wie teuer sind die Zigaretten?","How expensive are the cigarettes?"
"621","das Zimmer","Nomen","das","die Zimmer","room","tsim-mer","Wohnen, Haus & Haushalt","","Das Zimmer ist groß. Öffne im Schlafzimmer das Fenster, bitte! Die Wohnung hat drei Zimmer. Ich habe ein Zimmer bestellt.","The room is big. Open the window in the bedroom, please! The apartment has three rooms. I have booked a room."
"622","der Zoll","Nomen","der","","customs","tsol","Reise, Verkehr & Mobilität","","Wir müssen noch durch den Zoll.","We still have to go through customs."
"623","zu","Andere","","","to / at / closed / too","tsoo","Grammatik, Pronomen & Struktur","auf","Der Bus fährt zum Bahnhof. Ich gehe zu Fuß. Ich bin zu Hause.","The bus goes to the train station. I am going on foot. I am at home."
"624","zu sein","Verb","","","to be closed","tsoo zine","Allgemeine Aktivitäten & Verben","auf sein","Die Tür ist zu.","The door is closed."
"625","zufrieden","Adjektiv","","","satisfied / happy / content","tsoo-free-den","Gefühle, Charakter & Meinung","unzufrieden","Ich bin mit der Wohnung zufrieden.","I am satisfied with the apartment."
"626","der Zug","Nomen","der","die Züge","train","tsook","Reise, Verkehr & Mobilität","","Ich fahre gern mit dem Zug.","I like to travel by train."
"627","zum Beispiel (z. B.)","Andere","","","for example (e.g.)","tsoom by-shpeel","Basiswortschatz & Floskeln","","Viele meiner Verwandten, z. B. meine beiden Brüder, arbeiten auch hier.","Many of my relatives, e.g. my two brothers, also work here."
"628","zurzeit","Andere","","","currently / at the moment","tsoor-tsite","Uhrzeit, Datum & Kalender","","Zurzeit habe ich sehr viel zu tun.","At the moment I have a lot to do."
"629","zurück","Andere","","","back / return","tsoo-ruek","Reise, Verkehr & Mobilität","vor","Einmal Frankfurt und zurück. Wann kommst du zurück?","Frankfurt and back once. When are you coming back?"
"630","zusammen","Andere","","","together","tsoo-zahm-men","Basiswortschatz & Floskeln","getrennt","Sollen wir zusammen essen gehen? Das macht zusammen 2 Euro 80.","Should we go eat together? That makes 2 euros 80 together."
"631","zweit-","Andere","","","second","tsvy-teh","Zahlen, Maße & Mengen","erst-","Lies bitte auch den zweiten Teil.","Please read the second part too."
"632","zwischen","Präposition","","","between","tsvish-en","Grammatik, Pronomen & Struktur","","Heidelberg liegt zwischen Frankfurt und Stuttgart. Zwischen 8 und 10 Uhr bin ich zu Hause.","Heidelberg lies between Frankfurt and Stuttgart. Between 8 and 10 o'clock I am at home."
"633","öffnen","Verb","","","to open","urf-nen","Allgemeine Aktivitäten & Verben","schließen","Ich öffne die Tür.","I open the door."
"634","das Öl","Nomen","das","die Öle","oil","url","Essen, Kochen & Restaurant","","Den Salat machen wir ohne Öl.","We make the salad without oil."
"635","über","Präposition","","","over / across / above / about","ue-ber","Grammatik, Pronomen & Struktur","unter","Gehen Sie hier über die Straße.","Go across the street here."
"636","übernachten","Verb","","","to stay overnight / to spend the night","ue-ber-nahkh-ten","Reise, Verkehr & Mobilität","","Du kannst bei mir übernachten.","You can stay overnight at my place."
"637","überweisen","Verb","","","to transfer (money)","ue-ber-vy-zen","Einkaufen, Geld & Konsum","","Sie können das Geld auch überweisen.","You can also transfer the money."
"638","ihr/ihm/ihn","Pronomen","","","her / him (dative: to him/her, accusative: him)","eer / eem / een","Grammatik, Pronomen & Struktur","","Gib ihr bitte das Buch. Ruf ihn bitte an.","Please give her the book. Please call him."
"639","circa/ca.","Andere","","","approximately / about","tseer-kah","Grammatik, Pronomen & Struktur","","Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.","From Mainz to Frankfurt it is approximately fifty kilometers."
"640","anklicken","Verb","","","to click (on)","ahn-klik-en","Technologie & Kommunikation","","Da musst du dieses Wort anklicken.","You have to click on that word there."
"641","ankreuzen","Verb","","","to tick / to check (a box)","ahn-kroy-tsen","Ausbildung, Schule & Studium","","Auf dem Formular müssen Sie an mehreren Stellen etwas ankreuzen.","On the form you must tick in several places."
"642","(sich) anziehen","Verb","","","to get dressed / to put on (clothes)","ahn-tsee-en","Allgemeine Aktivitäten & Verben","(sich) ausziehen","Ich muss mich noch anziehen.","I still have to get dressed."
"643","(sich) ausziehen","Verb","","","to take off (clothes) / to undress / to move out","ows-tsee-en","Allgemeine Aktivitäten & Verben","(sich) anziehen","Zieh die Schuhe aus, bitte!","Take your shoes off, please!"
"644","Rad fahren","Verb","","","to ride a bike / to cycle","raht fah-ren","Freizeit, Hobbys & Unterhaltung","","Das Kind kann schon Rad fahren.","The child can already ride a bike."
"645","der Grad","Nomen","der","die Grad","degree (temperature)","graht","Umwelt, Natur & Wetter","","Heute haben wir dreißig Grad.","Today it is thirty degrees."
"646","ab","Andere","","","from / starting at","ahp","Basiswortschatz & Floskeln","bis","Ab morgen muss ich wieder arbeiten.","Starting tomorrow I must work again."
"647","aber","Andere","","","but / however","ah-ber","Grammatik, Pronomen & Struktur","","Heute kann ich nicht kommen, aber morgen habe ich Zeit.","Today I cannot come, but tomorrow I have time."
"648","abfahren","Verb","","","to depart / to leave","ahp-fah-ren","Reise, Verkehr & Mobilität","ankommen","Achtung an Gleis 17! Der Zug München - Paris fährt jetzt ab.","Attention on track 17! The Munich - Paris train is departing now."
"649","die Abfahrt","Nomen","die","die Abfahrten","departure","ahp-fart","Reise, Verkehr & Mobilität","die Ankunft","Wir haben noch zwanzig Minuten bis zur Abfahrt.","We still have twenty minutes until departure."
"650","abgeben","Verb","","","to hand in / to drop off","ahp-gey-ben","Allgemeine Aktivitäten & Verben","annehmen","Ich muss meinen Schlüssel an der Rezeption abgeben.","I must hand in my key at the reception."
"651","abholen","Verb","","","to pick up / to collect","ahp-ho-len","Allgemeine Aktivitäten & Verben","bringen","Wann kann ich die Sachen bei dir abholen?","When can I pick up the things from you?"
"652","Achtung","Andere","","","attention / danger","akh-toong","Basiswortschatz & Floskeln","","Achtung an Gleis drei: Die Türen schließen. Der Zug fährt jetzt ab.","Attention on track three: The doors are closing. The train is departing now."
"653","die Adresse","Nomen","die","die Adressen","address","ah-dres-seh","Person, Familie & Beziehungen","","Können Sie mir Ihre Adresse geben?","Can you give me your address?"
"654","all-","Andere","","","all / everything","ahl","Basiswortschatz & Floskeln","kein- / nichts","Ich wünsche dir alles Gute! Sind alle da?","I wish you all the best! Is everyone here?"
"655","allein","Andere","","","alone","ah-line","Basiswortschatz & Floskeln","zusammen","Kommt seine Freundin mit? - Nein, er kommt allein.","Is his girlfriend coming along? - No, he is coming alone."
"656","also","Andere","","","so / therefore","ahl-zo","Basiswortschatz & Floskeln","","Er hat Zeit, also kann er uns helfen.","He has time, so he can help us."
"657","alt","Adjektiv","","","old","ahlt","Eigenschaften & Adjektive","neu / jung","Wie alt sind Sie?","How old are you?"
"658","das Alter","Nomen","das","","age","ahl-ter","Person, Familie & Beziehungen","die Jugend","Alter: 18 Jahre.","Age: 18 years."
"659","anbieten","Verb","","","to offer","ahn-bee-ten","Einkaufen, Geld & Konsum","ablehnen","Er hat mir eine Stelle als Verkäuferin angeboten.","He offered me a job as a shop assistant."
"660","ander-","Andere","","","other / different / another","ahn-der","Basiswortschatz & Floskeln","gleich-","Willst du diesen Mantel? - Nein, ich möchte den anderen.","Do you want this coat? - No, I would like the other one."
"661","der Anfang","Nomen","der","die Anfänge","beginning / start","ahn-fahng","Basiswortschatz & Floskeln","das Ende","Sie wohnt am Anfang der Straße.","She lives at the beginning of the street."
"662","anfangen","Verb","","","to begin / to start","ahn-fahng-en","Allgemeine Aktivitäten & Verben","aufhören","Der Unterricht fängt gleich an.","The lesson is starting right away."
"663","das Angebot","Nomen","das","die Angebote","offer / special offer","ahn-ge-boht","Einkaufen, Geld & Konsum","die Nachfrage","Heute sind Bananen im Angebot.","Today bananas are on special offer."
"664","ankommen","Verb","","","to arrive","ahn-kom-men","Reise, Verkehr & Mobilität","abfahren","Wann kommt dieser Zug in Hamburg an?","When does this train arrive in Hamburg?"
"665","die Ankunft","Nomen","die","die Ankünfte","arrival","ahn-koonft","Reise, Verkehr & Mobilität","die Abfahrt","Auf diesem Fahrplan steht nur die Ankunft der Züge.","On this timetable, only the arrival of the trains is listed."
"666","anmachen","Verb","","","to turn on / to switch on","ahn-mah-khen","Allgemeine Aktivitäten & Verben","ausmachen","Mach bitte das Licht an!","Please turn the light on!"
"667","die Anmeldung","Nomen","die","die Anmeldungen","registration","ahn-mel-doong","Staat, Gesellschaft & Dokumente","die Abmeldung","Wo bekomme ich das Formular für die Anmeldung?","Where do I get the form for the registration?"
"668","der Anruf","Nomen","der","die Anrufe","phone call / call","ahn-roof","Kommunikation, Medien & Sprache","","Eva bekommt viele Anrufe von ihrem Freund Juan.","Eva receives many calls from her friend Juan."
"669","der Anrufbeantworter","Nomen","der","die Anrufbeantworter","answering machine","ahn-roof-be-ahnt-vor-ter","Kommunikation, Medien & Sprache","","Wir sind im Moment nicht da. Sprechen Sie bitte auf den Anrufbeantworter.","We are not here at the moment. Please leave a message on the answering machine."
"670","anrufen","Verb","","","to call / to phone","ahn-roo-fen","Kommunikation, Medien & Sprache","auflegen","Kann ich Sie heute Abend anrufen?","Can I call you tonight?"
"671","dort","Andere","","","there","dort","Basiswortschatz & Floskeln","hier","Wir treffen uns vor dem Kino. - Gut, ich bin in fünf Minuten dort. Dort ist unser Haus. Deine Tasche kannst du dorthin stellen. Kommst du mit in die Stadt? - Nein, ich komme gerade dorther/von dort.","We are meeting in front of the cinema. - Good, I will be there in five minutes. Our house is over there. You can put your bag over there. Are you coming along to the city? - No, I am just coming from there."
"672","gern","Andere","","","gladly / willingly / with pleasure","gairn","Basiswortschatz & Floskeln","ungern","Ich helfe Ihnen gern. Kaffee oder Tee? - Ich trinke lieber einen Tee. Am liebsten trinke ich Kaffee.","I gladly help you. Coffee or tea? - I prefer to drink a tea. I like drinking coffee best."
"673","Lieblings-","Andere","","","favorite","leep-lings","Gefühle, Charakter & Meinung","","Meine Lieblingsfarbe ist Blau.","My favorite color is blue."
"674","der Satz","Nomen","der","die Sätze","sentence","zahts","Kommunikation, Medien & Sprache","das Wort","Den letzten Satz verstehe ich nicht.","I do not understand the last sentence."
"675","sich anmelden","Verb","","","to register / to log in","ahn-mel-den","Staat, Gesellschaft & Dokumente","sich abmelden","Wo kann ich mich anmelden?","Where can I register?"
