id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"492","der Tipp","Nomen","der","die Tipps","tip / hint","tip","Basiswortschatz & Floskeln","","Danke für den guten Tipp!","Thanks for the good tip!"
"493","der Titel","Nomen","der","die Titel","title","tee-tel","Basiswortschatz & Floskeln","","Wie ist der Titel von diesem Buch?","What is the title of this book?"
"494","toll","Adjektiv","","","great / fantastic","tol","Eigenschaften & Adjektive","schrecklich","Du hast das wirklich toll gemacht!","You really did that great!"
"495","der Topf","Nomen","der","die Töpfe","pot / pan","topf","Essen, Kochen & Restaurant","","In dem großen Topf koche ich die Suppe.","In the big pot I cook the soup."
"496","die Torte","Nomen","die","die Torten","cake / layer cake / tart","tor-teh","Essen, Kochen & Restaurant","","Zum Geburtstag backe ich eine Torte mit Erdbeeren.","For the birthday I bake a cake with strawberries."
"497","total","Andere","","","totally / completely","to-tahl","Basiswortschatz & Floskeln","gar nicht","Nach der Arbeit bin ich total müde.","After work I'm totally tired."
"498","die Tour","Nomen","die","die Touren","tour","toor","Reise, Verkehr & Mobilität","","Die Tour durch die Stadt war sehr interessant.","The tour through the city was very interesting."
"499","der Tourist","Nomen","der","die Touristen","tourist (male)","too-rist","Reise, Verkehr & Mobilität","der Einheimische","Im Sommer kommen viele Touristen in die Stadt.","In summer many tourists come to the city."
"500","die Touristin","Nomen","die","die Touristinnen","tourist (female)","too-ris-tin","Reise, Verkehr & Mobilität","die Einheimische","Die Touristin fragt nach dem Weg zum Museum.","The tourist asks for the way to the museum."
"501","tragen","Verb","","","to carry / to wear","trah-gen","Allgemeine Aktivitäten & Verben","","Der Koffer ist so schwer, dass ich ihn kaum tragen kann.","The suitcase is so heavy that I can hardly carry it."
"502","trainieren","Verb","","","to train / to practice","tre-nee-ren","Freizeit, Hobbys & Unterhaltung","","Für den Marathon trainiert er jeden Tag.","For the marathon he trains every day."
"503","das Training","Nomen","das","die Trainings","training / practice","tray-ning","Freizeit, Hobbys & Unterhaltung","","Das Training fällt heute wegen des Regens aus.","The training is cancelled today because of the rain."
"504","der Traum","Nomen","der","die Träume","dream","trowm","Gefühle, Charakter & Meinung","die Realität","Es ist mein Traum, einmal nach Japan zu reisen.","It's my dream to travel to Japan one day."
"505","traurig","Adjektiv","","","sad","trow-rig","Gefühle, Charakter & Meinung","fröhlich / glücklich","Sie war sehr traurig, als ihr Hund starb.","She was very sad when her dog died."
"506","trocken","Adjektiv","","","dry","trok-ken","Eigenschaften & Adjektive","nass","Im Sommer ist die Erde im Garten oft sehr trocken.","In summer the soil in the garden is often very dry."
"507","träumen","Verb","","","to dream","troy-men","Allgemeine Aktivitäten & Verben","aufwachen","Heute Nacht habe ich von einer langen Reise geträumt.","Last night I dreamed of a long journey."
"508","tschüs","Andere","","","bye / goodbye","chues","Basiswortschatz & Floskeln","hallo","Tschüs, bis bald und einen schönen Tag noch!","Bye, see you soon and have a nice day!"
"509","das T-Shirt","Nomen","das","die T-Shirts","T-shirt","tee-shert","Einkaufen, Geld & Konsum","","Bei dem warmen Wetter trage ich nur ein T-Shirt.","In the warm weather I wear only a T-shirt."
"510","typisch","Adjektiv","","","typical","tue-pish","Eigenschaften & Adjektive","untypisch","Das ist typisch für ihn, er kommt immer zu spät.","That's typical of him, he's always late."
"511","die Tür","Nomen","die","die Türen","door","tuer","Wohnen, Haus & Haushalt","das Fenster","Mach bitte die Tür leise zu.","Please close the door quietly."
"512","umsteigen","Verb","","","to change (trains/buses) / to transfer","oom-sty-gen","Reise, Verkehr & Mobilität","","In Frankfurt müssen wir in einen anderen Zug umsteigen.","In Frankfurt we have to change to another train."
"513","der Umzug","Nomen","der","die Umzüge","move / relocation","oom-tsook","Wohnen, Haus & Haushalt","","Beim Umzug haben uns alle Freunde geholfen.","All our friends helped us with the move."
"514","der Unfall","Nomen","der","die Unfälle","accident","oon-fahl","Gesundheit, Körper & Pflege","","Auf der Autobahn gab es heute einen schweren Unfall.","On the highway there was a serious accident today."
"515","unterhalten (sich)","Verb","","","to converse / to talk","oon-ter-hahl-ten","Kommunikation, Medien & Sprache","","Wir haben uns den ganzen Abend gut unterhalten.","We had a good conversation all evening."
"516","unternehmen","Verb","","","to undertake / to do","oon-ter-nay-men","Freizeit, Hobbys & Unterhaltung","","Am Wochenende wollen wir etwas mit den Kindern unternehmen.","On the weekend we want to do something with the children."
"517","untersuchen","Verb","","","to examine / to investigate","oon-ter-zoo-khen","Gesundheit, Körper & Pflege","","Der Arzt untersucht den Patienten gründlich.","The doctor examines the patient thoroughly."
"518","unterwegs sein","Verb","","","to be on the way / to be en route","oon-ter-veks zine","Reise, Verkehr & Mobilität","da sein / zu Hause sein","Den ganzen Tag waren wir mit dem Fahrrad unterwegs.","We were out and about by bike all day."
"519","verabredet sein","Verb","","","to have an appointment / to have a date","fer-ahp-ray-det zine","Freizeit, Hobbys & Unterhaltung","","Heute Abend bin ich mit einer Freundin verabredet.","Tonight I have a date with a friend."
"520","die Veranstaltung","Nomen","die","die Veranstaltungen","event","fer-ahn-shtahl-toong","Freizeit, Hobbys & Unterhaltung","","Die Veranstaltung beginnt um acht Uhr.","The event starts at eight o'clock."
"521","verbieten","Verb","","","to forbid / to prohibit","fer-bee-ten","Allgemeine Aktivitäten & Verben","erlauben","Die Eltern verbieten dem Kind, allein zu schwimmen.","The parents forbid the child to swim alone."
"522","vereinbaren","Verb","","","to arrange / to agree upon","fer-ine-bah-ren","Allgemeine Aktivitäten & Verben","absagen","Wir haben einen Termin beim Zahnarzt vereinbart.","We arranged an appointment at the dentist."
"523","vergessen","Verb","","","to forget","fer-ges-sen","Allgemeine Aktivitäten & Verben","sich erinnern","Ich habe vergessen, das Licht auszumachen.","I forgot to turn off the light."
"524","vergleichen","Verb","","","to compare","fer-gly-khen","Einkaufen, Geld & Konsum","","Vor dem Kauf vergleiche ich die Preise im Internet.","Before buying I compare the prices on the internet."
"525","der Verkehr","Nomen","der","","traffic","fer-kair","Reise, Verkehr & Mobilität","","Am Morgen ist der Verkehr in der Stadt sehr stark.","In the morning the traffic in the city is very heavy."
"526","das Verkehrsmittel","Nomen","das","die Verkehrsmittel","means of transport / transportation","fer-kairs-mit-tel","Reise, Verkehr & Mobilität","","Der Bus ist ein günstiges Verkehrsmittel.","The bus is a cheap means of transport."
"527","verletzen (sich)","Verb","","","to injure oneself / to hurt oneself","fer-let-sen","Gesundheit, Körper & Pflege","","Beim Sport hat er sich am Knie verletzt.","He injured his knee during sports."
"528","verlieben (sich)","Verb","","","to fall in love","fer-lee-ben","Gefühle, Charakter & Meinung","","Im Urlaub hat sie sich in einen Italiener verliebt.","On vacation she fell in love with an Italian."
"529","verlieren","Verb","","","to lose","fer-lee-ren","Allgemeine Aktivitäten & Verben","finden / gewinnen","Ich habe gestern meinen Schlüssel verloren.","I lost my key yesterday."
"530","die Vermieterin","Nomen","die","die Vermieterinnen","landlady","fer-mee-te-rin","Wohnen, Haus & Haushalt","die Mieterin","Die Vermieterin wohnt im selben Haus.","The landlady lives in the same building."
"531","verpassen","Verb","","","to miss","fer-pahs-sen","Reise, Verkehr & Mobilität","erreichen","Wenn wir uns nicht beeilen, verpassen wir den Zug.","If we don't hurry, we'll miss the train."
"532","verreisen","Verb","","","to travel / to go away","fer-ry-zen","Reise, Verkehr & Mobilität","zurückkommen","In den Ferien verreisen wir meistens ans Meer.","During the holidays we usually travel to the sea."
"533","verschieben","Verb","","","to postpone / to move","fer-shee-ben","Uhrzeit, Datum & Kalender","","Wir müssen den Termin auf nächste Woche verschieben.","We have to postpone the appointment to next week."
"534","verschieden","Adjektiv","","","different / various","fer-shee-den","Eigenschaften & Adjektive","gleich / ähnlich","Im Geschäft gibt es Hemden in verschiedenen Farben.","In the store there are shirts in different colors."
"535","versuchen","Verb","","","to try / to attempt","fer-zoo-khen","Allgemeine Aktivitäten & Verben","","Ich versuche, jeden Tag eine Stunde Deutsch zu lernen.","I try to learn German for an hour every day."
"536","der Vertrag","Nomen","der","die Verträge","contract / agreement","fer-trahk","Staat, Gesellschaft & Dokumente","","Bevor Sie unterschreiben, lesen Sie bitte den Vertrag genau.","Before you sign, please read the contract carefully."
"537","der Vogel","Nomen","der","die Vögel","bird","fo-gel","Natur, Umwelt & Tiere","","Im Frühling singen die Vögel früh am Morgen.","In spring the birds sing early in the morning."
"538","voll","Adjektiv","","","full / crowded","fol","Eigenschaften & Adjektive","leer","Am Freitagabend ist der Zug immer sehr voll.","On Friday evening the train is always very crowded."
"539","der Volleyball","Nomen","der","die Volleybälle","volleyball","vo-lee-bahl","Freizeit, Hobbys & Unterhaltung","","Am Strand spielen wir oft Volleyball.","At the beach we often play volleyball."
"540","vorbei","Andere","","","past / over","for-by","Basiswortschatz & Floskeln","","Der Sommer ist leider schon wieder vorbei.","Unfortunately the summer is already over again."
"541","vorbereiten","Verb","","","to prepare","for-be-ry-ten","Ausbildung, Schule & Studium","","Ich muss mich noch auf die Prüfung vorbereiten.","I still have to prepare for the exam."
"542","vorgestern","Andere","","","the day before yesterday","for-ges-tern","Uhrzeit, Datum & Kalender","übermorgen","Vorgestern war ich bei meinen Großeltern.","The day before yesterday I was at my grandparents'."
"543","vorher","Andere","","","before / beforehand","for-hair","Uhrzeit, Datum & Kalender","nachher / später","Ruf mich bitte vorher an, wenn du kommst.","Please call me beforehand if you're coming."
"544","vorn(e)","Andere","","","in front / at the front","for-neh","Basiswortschatz & Floskeln","hinten","Im Bus sitze ich am liebsten ganz vorne.","On the bus I most like to sit right at the front."
"545","der Vorschlag","Nomen","der","die Vorschläge","suggestion / proposal","for-shlahk","Kommunikation, Medien & Sprache","","Dein Vorschlag gefällt mir sehr gut.","I like your suggestion very much."
"546","vorsichtig","Adjektiv","","","careful / cautious","for-sikh-tig","Eigenschaften & Adjektive","unvorsichtig","Sei vorsichtig, die Straße ist sehr glatt.","Be careful, the road is very slippery."
"547","vorwärts","Andere","","","forward / forwards","for-vairts","Reise, Verkehr & Mobilität","rückwärts","Das Auto fährt langsam vorwärts.","The car drives slowly forward."
"548","wach","Adjektiv","","","awake","vahkh","Eigenschaften & Adjektive","müde / schlafend","Um drei Uhr nachts war ich plötzlich wach.","At three in the morning I was suddenly awake."
"549","der Wagen","Nomen","der","die Wagen","car / carriage","vah-gen","Reise, Verkehr & Mobilität","","Unser neuer Wagen verbraucht wenig Benzin.","Our new car uses little petrol."
"550","wahr","Adjektiv","","","true","vahr","Eigenschaften & Adjektive","falsch","Ist es wahr, dass du nach Berlin ziehst?","Is it true that you're moving to Berlin?"
"551","wahrscheinlich","Adjektiv","","","probably","vahr-shine-likh","Basiswortschatz & Floskeln","unwahrscheinlich","Wahrscheinlich regnet es morgen.","It will probably rain tomorrow."
"552","der Wald","Nomen","der","die Wälder","forest / woods","vahlt","Natur, Umwelt & Tiere","","Am Sonntag machen wir einen Spaziergang im Wald.","On Sunday we take a walk in the forest."
"553","warm","Adjektiv","","","warm","varm","Eigenschaften & Adjektive","kalt","Heute ist es draußen angenehm warm.","Today it's pleasantly warm outside."
"554","die Webseite","Nomen","die","die Webseiten","website / webpage","veb-zy-teh","Kommunikation, Medien & Sprache","","Auf der Webseite kann man die Tickets kaufen.","On the website you can buy the tickets."
"555","wechseln","Verb","","","to change / to exchange","vek-seln","Allgemeine Aktivitäten & Verben","behalten","An der Kasse kann ich das Geld wechseln.","At the cash desk I can change the money."
"556","wecken","Verb","","","to wake up (someone)","vek-ken","Allgemeine Aktivitäten & Verben","","Kannst du mich morgen um sechs Uhr wecken?","Can you wake me up at six o'clock tomorrow?"
"557","der Weg","Nomen","der","die Wege","way / path","veyk","Reise, Verkehr & Mobilität","","Können Sie mir den Weg zum Bahnhof zeigen?","Can you show me the way to the station?"
"558","wegbringen","Verb","","","to take away","vek-bring-en","Allgemeine Aktivitäten & Verben","holen","Bring bitte die leeren Flaschen weg.","Please take the empty bottles away."
"559","weglaufen / wegmachen","Verb","","","to run away / to remove","vek-low-fen / vek-mah-khen","Allgemeine Aktivitäten & Verben","bleiben / dalassen","Der kleine Hund ist im Park weggelaufen.","The little dog ran away in the park."
"560","wegnehmen / wegwerfen","Verb","","","to take away / to throw away","vek-nay-men / vek-vair-fen","Allgemeine Aktivitäten & Verben","geben / behalten","Wirf die alte Zeitung bitte weg.","Please throw away the old newspaper."
"561","weinen","Verb","","","to cry","vy-nen","Gefühle, Charakter & Meinung","lachen","Das Baby weint, weil es Hunger hat.","The baby is crying because it's hungry."
"562","weiterhelfen","Verb","","","to help further / to assist","vy-ter-hel-fen","Allgemeine Aktivitäten & Verben","","Vielen Dank, Sie haben mir sehr weitergeholfen.","Thank you very much, you've helped me a lot."
"563","weitermachen","Verb","","","to continue / to carry on","vy-ter-mah-khen","Allgemeine Aktivitäten & Verben","aufhören","Nach der Pause machen wir mit der Arbeit weiter.","After the break we continue with the work."
"564","welcher","Andere","","","which","vel-kher","Grammatik, Pronomen & Struktur","","Welcher Bus fährt zum Zentrum?","Which bus goes to the center?"
"565","wenigstens","Andere","","","at least","vay-nig-stens","Basiswortschatz & Floskeln","","Es hat geregnet, aber wenigstens war es nicht kalt.","It rained, but at least it wasn't cold."
"567","der Witz","Nomen","der","die Witze","joke","vits","Basiswortschatz & Floskeln","der Ernst","Er erzählt gern Witze und bringt alle zum Lachen.","He likes to tell jokes and makes everyone laugh."
"568","die Wolke","Nomen","die","die Wolken","cloud","vol-keh","Natur, Umwelt & Tiere","","Am Himmel ist keine einzige Wolke zu sehen.","There's not a single cloud to be seen in the sky."
"570","der Workshop","Nomen","der","die Workshops","workshop","vörk-shop","Arbeit, Beruf & Karriere","","Am Samstag nehme ich an einem Workshop teil.","On Saturday I take part in a workshop."
"571","der Wunsch","Nomen","der","die Wünsche","wish / request","voonsh","Basiswortschatz & Floskeln","","Hast du einen besonderen Wunsch zum Geburtstag?","Do you have a special wish for your birthday?"
"572","die Wurst","Nomen","die","die Würste","sausage","voorst","Essen, Kochen & Restaurant","","Auf das Brot lege ich gern Wurst und Käse.","On the bread I like to put sausage and cheese."
"573","wählen","Verb","","","to choose / to vote / to dial","vay-len","Allgemeine Aktivitäten & Verben","","Im Restaurant kann ich mich nicht entscheiden, was ich wähle.","In the restaurant I can't decide what to choose."
"574","die Wäsche","Nomen","die","die Wäschen","laundry / washing","vesh-eh","Wohnen, Haus & Haushalt","","Am Samstag wasche ich die ganze Wäsche.","On Saturday I wash all the laundry."
"575","wünschen","Verb","","","to wish","vuen-shen","Allgemeine Aktivitäten & Verben","","Ich wünsche dir alles Gute zum Geburtstag.","I wish you all the best for your birthday."
"576","die Zahl","Nomen","die","die Zahlen","number","tsahl","Zahlen, Maße & Mengen","der Buchstabe","Bitte schreiben Sie die Zahl in das Feld.","Please write the number in the field."
"577","der Zahn","Nomen","der","die Zähne","tooth","tsahn","Gesundheit, Körper & Pflege","","Seit gestern tut mir ein Zahn weh.","Since yesterday a tooth hurts."
"578","zeichnen","Verb","","","to draw","tsykh-nen","Freizeit, Hobbys & Unterhaltung","","Mein Sohn zeichnet gern Autos und Flugzeuge.","My son likes to draw cars and airplanes."
"579","zeigen","Verb","","","to show","tsy-gen","Allgemeine Aktivitäten & Verben","verstecken","Zeig mir bitte die Fotos von deinem Urlaub.","Please show me the photos from your vacation."
"580","die Zeitschrift","Nomen","die","die Zeitschriften","magazine","tsyte-shrift","Kommunikation, Medien & Sprache","","Beim Arzt lese ich im Wartezimmer eine Zeitschrift.","At the doctor's I read a magazine in the waiting room."
"581","das Zelt","Nomen","das","die Zelte","tent","tselt","Reise, Verkehr & Mobilität","","Im Urlaub schlafen wir in einem kleinen Zelt.","On vacation we sleep in a small tent."
"582","das Zentrum","Nomen","das","die Zentren","center / city center","tsen-troom","Reise, Verkehr & Mobilität","der Vorort","Vom Hotel bis ins Zentrum sind es nur zehn Minuten.","From the hotel to the center it's only ten minutes."
"584","der Zettel","Nomen","der","die Zettel","piece of paper / note","tset-tel","Kommunikation, Medien & Sprache","","Auf dem Zettel steht, was wir einkaufen müssen.","On the note it says what we have to buy."
"585","das Zeugnis","Nomen","das","die Zeugnisse","certificate / report card","tsoyk-nis","Ausbildung, Schule & Studium","","Am Ende des Schuljahres bekommen die Schüler ihr Zeugnis.","At the end of the school year the pupils get their report card."
"586","(an-)/(aus)ziehen","Verb","","","to put on / to take off (clothes)","ahn-tsee-en / ows-tsee-en","Allgemeine Aktivitäten & Verben","","Bei der Kälte solltest du dir eine warme Jacke anziehen.","In the cold you should put on a warm jacket."
"587","das Ziel","Nomen","das","die Ziele","goal / destination / finish line","tseel","Reise, Verkehr & Mobilität","der Start","Nach drei Stunden haben die Läufer endlich das Ziel erreicht.","After three hours the runners finally reached the finish line."
"588","der Zirkus","Nomen","der","die Zirkusse","circus","tseer-koos","Freizeit, Hobbys & Unterhaltung","","Die Kinder freuen sich auf den Zirkus.","The children are looking forward to the circus."
"589","die Zitrone","Nomen","die","die Zitronen","lemon","tsee-tro-neh","Essen, Kochen & Restaurant","","In den Tee gebe ich ein Stück Zitrone.","I put a piece of lemon in the tea."
"590","der Zoo","Nomen","der","die Zoos","zoo","tso","Freizeit, Hobbys & Unterhaltung","","Am Sonntag gehen wir mit den Kindern in den Zoo.","On Sunday we go to the zoo with the children."
"591","der Zucker","Nomen","der","","sugar","tsook-ker","Essen, Kochen & Restaurant","das Salz","Trinkst du den Kaffee mit oder ohne Zucker?","Do you drink the coffee with or without sugar?"
"592","zuerst","Andere","","","first / at first","tsoo-airst","Basiswortschatz & Floskeln","zuletzt","Zuerst machen wir die Hausaufgaben, dann spielen wir.","First we do the homework, then we play."
"593","zuhören","Verb","","","to listen","tsoo-hoe-ren","Kommunikation, Medien & Sprache","","Bitte hör mir kurz zu, es ist wichtig.","Please listen to me for a moment, it's important."
"594","zuletzt","Andere","","","last / at last / recently","tsoo-letst","Uhrzeit, Datum & Kalender","zuerst","Wann hast du ihn zuletzt gesehen?","When did you last see him?"
"595","zumachen","Verb","","","to close / to shut","tsoo-mah-khen","Allgemeine Aktivitäten & Verben","aufmachen","Mach bitte das Fenster zu, es ist kalt.","Please close the window, it's cold."
"597","ändern","Verb","","","to change / to alter","en-dern","Allgemeine Aktivitäten & Verben","behalten","An meinen Plänen möchte ich nichts mehr ändern.","I don't want to change anything about my plans anymore."
"598","üben","Verb","","","to practice","ue-ben","Ausbildung, Schule & Studium","","Vor dem Konzert übt sie jeden Tag Klavier.","Before the concert she practices piano every day."
"600","überall","Adverb","","","everywhere","ue-ber-ahl","Basiswortschatz & Floskeln","nirgends","Im Frühling blühen überall bunte Blumen.","In spring colorful flowers bloom everywhere."
"601","übermorgen","Andere","","","the day after tomorrow","ue-ber-mor-gen","Uhrzeit, Datum & Kalender","vorgestern","Übermorgen fahren wir in den Urlaub.","The day after tomorrow we go on vacation."
"602","übersetzen","Verb","","","to translate","ue-ber-zet-sen","Kommunikation, Medien & Sprache","","Kannst du mir diesen Brief ins Englische übersetzen?","Can you translate this letter into English for me?"
"603","die Übersetzung","Nomen","die","die Übersetzungen","translation","ue-ber-zet-soong","Kommunikation, Medien & Sprache","","Die Übersetzung von diesem Text war nicht einfach.","The translation of this text was not easy."
