id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"390","das Rätsel","Nomen","das","die Rätsel","puzzle / riddle","rayt-sel","Freizeit, Hobbys & Unterhaltung","","Das Rätsel ist schwierig! Ich weiß die Antwort nicht.","The puzzle is difficult! I do not know the answer."
"391","der Rücken","Nomen","der","die Rücken","back","ruek-ken","Gesundheit, Körper & Pflege","der Bauch","Mein Rücken tut mir weh.","My back hurts."
"392","die Sache","Nomen","die","die Sachen","thing / matter","zah-kheh","Basiswortschatz & Floskeln","","Ihr könnt eure Sachen im Hotel lassen. Nimm deine Sachen und komm! Das ist meine Sache.","You can leave your things in the hotel. Take your things and come! That is my business."
"393","sammeln","Verb","","","to collect / to gather","zahm-meln","Freizeit, Hobbys & Unterhaltung","verteilen","Peter sammelt Briefmarken. Im Herbst sammeln wir im Wald bunte Blätter.","Peter collects stamps. In autumn we collect colorful leaves in the forest."
"394","sauber","Adjektiv","","","clean","zow-ber","Eigenschaften & Adjektive","schmutzig","Bringen Sie mir bitte ein sauberes Glas!","Please bring me a clean glass!"
"395","sauer","Adjektiv","","","sour / angry","zow-er","Gefühle, Charakter & Meinung","süß / freundlich","Zitronen sind mir zu sauer. Was ist los? – Ich bin sauer. Ich muss am Wochenende zu Hause bleiben und darf nicht mit meinen Freunden ins Kino gehen.","Lemons are too sour for me. What is the matter? - I am angry. I have to stay at home on the weekend and am not allowed to go to the cinema with my friends."
"396","schade","Andere","","","a pity / a shame","shah-deh","Basiswortschatz & Floskeln","zum Glück","Schade, dass du nicht kommen kannst.","It is a pity that you cannot come."
"397","schaffen","Verb","","","to manage / to accomplish","shahf-fen","Allgemeine Aktivitäten & Verben","scheitern","Kannst du mir bitte helfen? Ich schaffe das nicht alleine. Geschafft! Das Projekt ist endlich fertig.","Can you please help me? I cannot manage that alone. Done! The project is finally finished."
"398","scharf","Adjektiv","","","spicy / sharp","shahrf","Eigenschaften & Adjektive","mild / stumpf","Die Suppe ist mir zu scharf. Pass auf! Das Messer ist sehr scharf.","The soup is too spicy for me. Watch out! The knife is very sharp."
"399","schenken","Verb","","","to give (as a gift)","sheng-ken","Allgemeine Aktivitäten & Verben","","Was schenken wir Michael zum Geburtstag?","What are we giving Michael for his birthday?"
"400","die Schere","Nomen","die","die Scheren","scissors","shay-reh","Basiswortschatz & Floskeln","","Die Schere schneidet nicht gut. Hast du eine andere?","The scissors do not cut well. Do you have another one?"
"401","das Schiff","Nomen","das","die Schiffe","ship / boat","shif","Reise, Verkehr & Mobilität","","Wir fahren mit dem Schiff von Basel nach Köln.","We are traveling by ship from Basel to Cologne."
"402","schimpfen","Verb","","","to scold / to complain","shimp-fen","Allgemeine Aktivitäten & Verben","loben","Warum schimpfst du denn so laut? – Ich ärgere mich über mein Auto. Alle schimpfen über/auf das Wetter.","Why are you scolding so loudly? – I am angry about my car. Everyone is complaining about the weather."
"403","der Schirm","Nomen","der","die Schirme","umbrella","shirm","Basiswortschatz & Floskeln","","Nimm den Schirm mit, es regnet.","Take the umbrella with you, it is raining."
"404","schlimm","Adjektiv","","","bad / awful / serious","shlim","Eigenschaften & Adjektive","harmlos / gut","Kein Problem, das ist nicht so schlimm.","No problem, that is not so bad."
"405","das Schloss","Nomen","das","die Schlösser","castle / lock","shlos","Wohnen, Haus & Haushalt","","Am Wochenende besichtigen wir Schloss Neuschwanstein. An unserer Tür ist das Schloss kaputt.","At the weekend we are visiting Neuschwanstein Castle. The lock on our door is broken."
"406","der Schmerz","Nomen","der","die Schmerzen","pain / ache","shmairts","Gesundheit, Körper & Pflege","","Haben Sie Schmerzen? Ich habe Bauchschmerzen.","Do you have pain? I have a stomachache."
"407","schmutzig","Adjektiv","","","dirty","shmoot-sig","Eigenschaften & Adjektive","sauber","Das Handtuch ist schmutzig.","The towel is dirty."
"408","der Schnee","Nomen","der","","snow","shnay","Natur, Umwelt & Tiere","","In den Bergen liegt viel Schnee.","There is a lot of snow in the mountains."
"409","schneiden (sich)","Verb","","","to cut","shny-den","Allgemeine Aktivitäten & Verben","","Das Messer schneidet nicht. Hast du ein Pflaster? Ich habe mich geschnitten.","The knife does not cut. Do you have a plaster? I have cut myself."
"410","schneien","Verb","","","to snow","shny-en","Natur, Umwelt & Tiere","","Morgen schneit es.","It will snow tomorrow."
"411","die Schokolade","Nomen","die","","chocolate","sho-ko-lah-deh","Essen, Kochen & Restaurant","","Julia liebt Schokolade.","Julia loves chocolate."
"412","schrecklich","Adjektiv","","","terrible / awful","shrek-likh","Eigenschaften & Adjektive","wunderbar / toll","Ich finde ihren Rock schrecklich. Er sieht furchtbar aus! Ich finde den Film schrecklich. Er macht mir Angst.","I find her skirt terrible. It looks awful! I find the film terrible. It scares me."
"413","schriftlich","Andere","","","in writing / written","shrift-likh","Kommunikation, Medien & Sprache","mündlich","Sie müssen sich schriftlich anmelden. Die schriftliche Prüfung dauert 70 Minuten.","You have to register in writing. The written exam lasts 70 minutes."
"414","schwach","Adjektiv","","","weak","shvahkh","Gesundheit, Körper & Pflege","stark","Er ist krank und schwach. Ich fühle mich sehr schwach. Die Tabletten sind zu schwach. Sie helfen nicht.","He is sick and weak. I feel very weak. The pills are too weak. They do not help."
"415","schwanger","Adjektiv","","","pregnant","shvahng-er","Gesundheit, Körper & Pflege","","Lena ist schwanger. Sie bekommt im Juli ein Kind.","Lena is pregnant. She is having a baby in July."
"416","das Schwein","Nomen","das","die Schweine","pig / pork","shvine","Essen, Kochen & Restaurant","","Ich esse kein Schweinefleisch.","I do not eat pork."
"417","schwierig","Adjektiv","","","difficult / hard","shvee-rig","Eigenschaften & Adjektive","leicht / einfach","Die Prüfung war nicht schwierig.","The exam was not difficult."
"418","schädlich","Adjektiv","","","harmful / damaging","shaid-likh","Gesundheit, Körper & Pflege","nützlich / gesund","Rauchen ist schädlich für die Gesundheit.","Smoking is harmful to health."
"419","sehr","Andere","","","very","zair","Basiswortschatz & Floskeln","kaum / wenig","Danke sehr! Das Wetter ist heute sehr schön.","Thank you very much! The weather is very nice today."
"420","die Seife","Nomen","die","die Seifen","soap","zy-feh","Gesundheit, Körper & Pflege","","Hier gibt es keine Seife.","There is no soap here."
"421","seit","Andere","","","since / for (time)","zite","Grammatik, Pronomen & Struktur","","Ich wohne seit drei Jahren in Köln.","I have been living in Cologne for three years."
"422","die Seite","Nomen","die","die Seiten","page / side","zy-teh","Basiswortschatz & Floskeln","","Öffnen Sie das Kursbuch auf Seite 20. Mein Haus ist auf der linken Seite.","Open the coursebook to page 20. My house is on the left side."
"423","selbst","Andere","","","yourself / myself (oneself)","zelpst","Basiswortschatz & Floskeln","","Du musst mir nicht helfen, ich mache das selbst.","You do not have to help me, I will do it myself."
"424","die Sendung","Nomen","die","die Sendungen","broadcast / program / shipment","zen-doong","Kommunikation, Medien & Sprache","","Welche Sendungen schaust du gern an? – Ich mag Sportsendungen. Diese Sendung ist nicht für Jugendliche unter 18 Jahren.","What programs do you like watching? - I like sports programs. This program is not for young people under 18 years of age."
"425","der Service","Nomen","der","","service","ser-vis","Einkaufen, Geld & Konsum","","Ich bin mit dem Service in der Werkstatt sehr zufrieden. Rufst du beim Pizza-Service an?","I am very satisfied with the service in the garage. Are you calling the pizza service?"
"426","setzen (sich)","Verb","","","to sit down","zet-sen","Allgemeine Aktivitäten & Verben","aufstehen","Setz dich doch!","Sit down!"
"427","sich ausruhen","Verb","","","to rest / to relax","ows-roo-en","Gesundheit, Körper & Pflege","sich anstrengen","Ruh dich erst mal aus! Du bist sicher müde. Er ruht sich nach der Arbeit immer aus.","Rest first! You are certainly tired. He always rests after work."
"428","sich bedanken","Verb","","","to thank","zikh be-dahn-ken","Kommunikation, Medien & Sprache","","Ich möchte mich noch einmal sehr herzlich für Ihre Hilfe bedanken.","I would like to thank you once again very much for your help."
"429","sich beeilen","Verb","","","to hurry","zikh be-i-len","Allgemeine Aktivitäten & Verben","sich Zeit lassen","Kannst du dich bitte beeilen? Der Bus fährt gleich ab!","Can you please hurry? The bus is leaving right away!"
"430","sich beschweren","Verb","","","to complain","zikh be-shvey-ren","Kommunikation, Medien & Sprache","","Hier ist es zu laut. Wo können wir uns beschweren? Mein Nachbar beschwert sich immer über unsere Kinder, wenn sie im Garten spielen.","It is too loud here. Where can we complain? My neighbor always complains about our children when they play in the garden."
"431","sich bewerben","Verb","","","to apply (for a job)","zikh be-vair-ben","Arbeit, Beruf & Karriere","","Ich möchte mich um diese Stelle bewerben. Kannst du mir bei meiner Bewerbung helfen?","I would like to apply for this position. Can you help me with my application?"
"432","sich eintragen","Verb","","","to register / to fill in","zikh ine-trah-gen","Staat, Gesellschaft & Dokumente","","Tragen Sie sich bitte in diese Liste ein! Sie müssen Ihren Namen und Ihre Adresse eintragen.","Please register in this list! You must fill in your name and your address."
"433","sich erinnern","Verb","","","to remember","zikh er-in-nern","Allgemeine Aktivitäten & Verben","vergessen","Erinnerst du dich an José? - Nein, ich erinnere mich nicht an ihn, tut mir leid. Kannst du mich morgen bitte an meinen Arzttermin erinnern?","Do you remember José? - No, I do not remember him, I am sorry. Can you please remind me of my doctor's appointment tomorrow?"
"434","sich fühlen","Verb","","","to feel","zikh fue-len","Gesundheit, Körper & Pflege","","Wie fühlen Sie sich? Ich fühle mich heute nicht gut.","How do you feel? I do not feel well today."
"435","sich informieren (über)","Verb","","","to inform oneself (about) / to find out","zikh in-for-mee-ren ue-ber","Kommunikation, Medien & Sprache","","Ich möchte mich vor der Reise über das Land informieren. Hast du dich über die Prüfung informiert?","I would like to inform myself about the country before the trip. Did you inform yourself about the exam?"
"436","sich ärgern","Verb","","","to be annoyed / to get angry","er-gern","Gefühle, Charakter & Meinung","sich freuen","Warum ärgerst du dich? - Ich ärgere mich, weil das Wetter schlecht ist.","Why are you getting angry? - I am annoyed because the weather is bad."
"437","sicher","Adjektiv","","","safe / sure / certain","zi-kher","Eigenschaften & Adjektive","unsicher","Dieses Auto ist besonders sicher. Ich bin ganz sicher, dass er kommt. Er ist sicher gleich da.","This car is particularly safe. I am quite sure that he is coming. He will certainly be here in a minute."
"438","singen","Verb","","","to sing","zing-en","Freizeit, Hobbys & Unterhaltung","","Er singt gern.","He likes to sing."
"439","die Situation","Nomen","die","die Situationen","situation","zi-too-ah-tsyon","Basiswortschatz & Floskeln","","Ich bin in einer schwierigen Situation. Ich weiß nicht, was ich tun soll.","I am in a difficult situation. I do not know what I should do."
"440","der Ski","Nomen","der","die Ski / die Skier","ski","shee","Freizeit, Hobbys & Unterhaltung","","Gehen wir am Wochenende Ski fahren? Er kauft sich neue Ski.","Are we going skiing at the weekend? He is buying himself new skis."
"441","sogar","Andere","","","even","zo-gahr","Basiswortschatz & Floskeln","","Heute ist es sehr kalt. In den Bergen schneit es sogar. Zu meiner Hochzeit kommen viele Gäste. Sogar meine Tante aus Kanada kommt.","Today it is very cold. It is even snowing in the mountains. Many guests are coming to my wedding. Even my aunt from Canada is coming."
"442","sonnig","Adjektiv","","","sunny","zon-nig","Natur, Umwelt & Tiere","bewölkt / regnerisch","Morgen ist das Wetter wieder warm und sonnig.","Tomorrow the weather will be warm and sunny again."
"443","sonst","Andere","","","otherwise / else","zonst","Basiswortschatz & Floskeln","","Haben Sie sonst noch einen Wunsch? – Nein danke, das ist alles. Beeil dich, sonst kommen wir zu spät!","Do you have any other wishes? – No thank you, that is all. Hurry up, otherwise we will be late!"
"444","spannend","Adjektiv","","","exciting / thrilling","shpahn-nent","Eigenschaften & Adjektive","langweilig","Ich finde den Film sehr spannend.","I find the film very exciting."
"445","sparen","Verb","","","to save (money)","shpah-ren","Einkaufen, Geld & Konsum","ausgeben","Ein neues Auto ist sehr teuer. Ich muss sparen.","A new car is very expensive. I have to save."
"446","spazieren gehen","Verb","","","to go for a walk","shpa-tsee-ren gay-en","Freizeit, Hobbys & Unterhaltung","","Wir gehen sonntags immer spazieren.","We always go for a walk on Sundays."
"447","der Spaziergang","Nomen","der","die Spaziergänge","walk / stroll","shpa-tseer-gahng","Freizeit, Hobbys & Unterhaltung","","Abends mache ich oft einen Spaziergang durch das Viertel.","In the evening I often take a walk through the neighborhood."
"448","der Spaß","Nomen","der","","fun","shpahs","Freizeit, Hobbys & Unterhaltung","der Ernst","Meine Arbeit macht mir Spaß. Ich will nicht aufräumen. Das macht mir keinen Spaß. Viel Spaß!","My work is fun for me. I do not want to clean up. That is no fun for me. Have fun!"
"449","speichern","Verb","","","to save / to store (data)","shpy-khern","Kommunikation, Medien & Sprache","löschen","Sie müssen die Datei speichern.","You have to save the file."
"450","das Spiel","Nomen","das","die Spiele","game / match","shpeel","Freizeit, Hobbys & Unterhaltung","","Welche Kartenspiele kennen Sie? Monopoly ist ein sehr bekanntes Spiel.","What card games do you know? Monopoly is a very well-known game."
"451","sportlich","Adjektiv","","","athletic / sporty","shport-likh","Eigenschaften & Adjektive","unsportlich","Tom ist sehr sportlich.","Tom is very athletic."
"452","der Sportplatz","Nomen","der","die Sportplätze","sports field / sports ground","shport-plahts","Freizeit, Hobbys & Unterhaltung","","Das Fußballtraining ist um 17 Uhr auf dem Sportplatz.","The football training is at 17:00 on the sports field."
"453","die Sprechstunde","Nomen","die","die Sprechstunden","consultation hour / office hours","shprekh-shtoon-deh","Gesundheit, Körper & Pflege","","Frau Doktor Weiß hat von 9:00 bis 12:30 Uhr Sprechstunde.","Dr. Weiß has office hours from 9:00 to 12:30."
"454","der Stadtplan","Nomen","der","die Stadtpläne","city map","shtaht-plahn","Reise, Verkehr & Mobilität","","Haben Sie einen Stadtplan von Salzburg?","Do you have a city map of Salzburg?"
"455","der Star","Nomen","der","die Stars","star (celebrity)","shtahr","Freizeit, Hobbys & Unterhaltung","","Diese Sängerin ist ein großer Star in Deutschland.","This singer is a big star in Germany."
"456","stark","Adjektiv","","","strong / severe","shtahrk","Eigenschaften & Adjektive","schwach","Ich habe starke Kopfschmerzen. Es regnet stark. Der Kaffee ist sehr stark.","I have a severe headache. It is raining heavily. The coffee is very strong."
"457","stattfinden","Verb","","","to take place","shtaht-fin-den","Freizeit, Hobbys & Unterhaltung","ausfallen","Das Spiel findet auch bei Regen statt.","The game takes place even in the rain."
"458","sterben","Verb","","","to die","shtair-ben","Gesundheit, Körper & Pflege","leben / geboren werden","Herr Müller kommt heute nicht. Sein Vater ist gestern gestorben.","Mr. Müller is not coming today. His father died yesterday."
"459","der Stiefel","Nomen","der","die Stiefel","boot","shtee-fel","Einkaufen, Geld & Konsum","","Wie viel kosten die roten Stiefel?","How much do the red boots cost?"
"460","der Stift","Nomen","der","die Stifte","pen / pencil","shtift","Ausbildung, Schule & Studium","","Kannst du mir bitte einen Stift geben? - Was brauchst du? Einen Farbstift oder einen Bleistift oder einen Kugelschreiber?","Can you please give me a pen? - What do you need? A colored pencil or a pencil or a ballpoint pen?"
"461","das Stipendium","Nomen","das","die Stipendien","scholarship","shti-pen-dee-oom","Ausbildung, Schule & Studium","","Wenn ich ein gutes Zeugnis habe, bekomme ich ein Stipendium.","If I have a good report card, I will get a scholarship."
"462","das Stockwerk","Nomen","das","die Stockwerke","floor / story","shtok-vairk","Wohnen, Haus & Haushalt","","Das Gebäude hat zwanzig Stockwerke.","The building has twenty floors."
"463","der Strand","Nomen","der","die Strände","beach","shtrahnt","Reise, Verkehr & Mobilität","","Im Urlaub bin ich am liebsten am Strand.","On vacation, I prefer to be at the beach."
"464","streiten (sich)","Verb","","","to argue / to fight","shtry-ten","Gefühle, Charakter & Meinung","sich vertragen","Die Kinder streiten (sich) oft.","The children argue (with each other) often."
"465","der Stress","Nomen","der","","stress","shtres","Gesundheit, Körper & Pflege","die Entspannung / die Ruhe","Ich habe bei der Arbeit viel Stress.","I have a lot of stress at work."
"466","stressig","Adjektiv","","","stressful","shtres-sig","Arbeit, Beruf & Karriere","entspannend","Meine Arbeit ist stressig.","My work is stressful."
"467","die Studentin","Nomen","die","die Studentinnen","university student (female)","shtoo-den-tin","Ausbildung, Schule & Studium","die Dozentin / die Professorin","Ich bin Studentin.","I am a (university) student."
"468","der Stuhl","Nomen","der","die Stühle","chair","shtool","Wohnen, Haus & Haushalt","","Ist der Stuhl frei?","Is the chair free?"
"469","stören","Verb","","","to disturb / to bother","shtoe-ren","Allgemeine Aktivitäten & Verben","","Störe ich? Darf ich Sie kurz stören? Mach die Musik leiser! Sie stört mich.","Am I disturbing you? May I disturb you briefly? Turn the music down! It bothers me."
"470","das Stück","Nomen","das","die Stücke","piece / play (theater)","shtuek","Zahlen, Maße & Mengen","","Möchten Sie noch ein Stück Kuchen? Im Theater spielen sie heute das Stück „Romeo und Julia“.","Would you like another piece of cake? In the theater they are playing the play ""Romeo and Juliet"" today."
"471","super","Adjektiv","","","super / great","zoo-per","Eigenschaften & Adjektive","schrecklich / furchtbar","Der Film ist super. Er kann super tanzen. Weißt du was? Ich komme mit. – Super!","The film is great. He can dance great. You know what? I am coming along. - Great!"
"472","der Supermarkt","Nomen","der","die Supermärkte","supermarket","zoo-per-markt","Einkaufen, Geld & Konsum","","Donnerstags gehe ich immer in den Supermarkt.","On Thursdays I always go to the supermarket."
"473","die Suppe","Nomen","die","die Suppen","soup","zoop-peh","Essen, Kochen & Restaurant","","Schmeckt dir die Suppe?","Does the soup taste good to you?"
"474","surfen","Verb","","","to surf","ser-fen","Freizeit, Hobbys & Unterhaltung","","Ich möchte gern surfen lernen. Surfst du oft im Internet?","I would like to learn to surf. Do you surf the internet often?"
"475","sympathisch","Adjektiv","","","sympathetic / likeable","zim-pah-tish","Gefühle, Charakter & Meinung","unsympathisch","Der neue Chef ist sehr sympathisch.","The new boss is very likeable."
"476","süß","Adjektiv","","","sweet / cute","zues","Eigenschaften & Adjektive","sauer / salzig","Ich esse gern süße Sachen. Das ist aber ein süßes Baby!","I like eating sweet things. That is a cute baby!"
"477","die Süßigkeiten","Nomen","die","die Süßigkeiten","sweets / candy","zues-ig-ky-ten","Essen, Kochen & Restaurant","","Welche Süßigkeiten isst du am liebsten? - Schokolade und Eis.","Which sweets do you like eating best? - Chocolate and ice cream."
"478","das Tablet","Nomen","das","die Tablets","tablet (computer)","tab-let","Kommunikation, Medien & Sprache","","Hast du ein Tablet? - Nein, ich habe einen Laptop und ein Handy.","Do you have a tablet? - No, I have a laptop and a cell phone."
"479","die Tablette","Nomen","die","die Tabletten","tablet / pill","ta-blet-teh","Gesundheit, Körper & Pflege","","Du sollst am Abend zwei Tabletten nehmen.","You should take two tablets in the evening."
"480","die Tafel","Nomen","die","die Tafeln","board / blackboard","tah-fel","Ausbildung, Schule & Studium","","Der Lehrer schreibt das neue Wort an die Tafel. Am Eingang gibt es Tafeln mit Informationen. Die Infotafel ist am Eingang.","The teacher writes the new word on the board. At the entrance there are boards with information. The info board is at the entrance."
"481","das Taschengeld","Nomen","das","","pocket money / allowance","tah-shen-gelt","Einkaufen, Geld & Konsum","","Wie viel Taschengeld bekommst du im Monat?","How much pocket money do you get a month?"
"482","die Tasse","Nomen","die","die Tassen","cup","tahs-seh","Essen, Kochen & Restaurant","das Glas","Möchten Sie eine Tasse Kaffee?","Would you like a cup of coffee?"
"483","(aus)tauschen","Verb","","","to exchange / to swap","tow-shen / ows-tow-shen","Allgemeine Aktivitäten & Verben","behalten","Können wir bitte die Plätze tauschen? Können wir unsere Adressen austauschen?","Can we please change places? Can we exchange our addresses?"
"484","das Team","Nomen","das","die Teams","team","teem","Freizeit, Hobbys & Unterhaltung","","Ich arbeite gern in einem Team. Welches Fußballteam findest du am besten?","I like working in a team. Which football team do you like best?"
"485","teilen","Verb","","","to share / to divide","ty-len","Allgemeine Aktivitäten & Verben","","Mein Mann und ich teilen uns die Arbeit. Wollen wir die Pizza teilen?","My husband and I share the work. Shall we share the pizza?"
"486","teilnehmen","Verb","","","to take part / to participate","tile-nay-men","Freizeit, Hobbys & Unterhaltung","","Ich möchte an dem Tanzkurs teilnehmen.","I would like to participate in the dance class."
"487","der Teller","Nomen","der","die Teller","plate","tel-ler","Essen, Kochen & Restaurant","","Stell die Teller bitte auf den Tisch! Möchtest du noch einen Teller Suppe?","Please put the plates on the table! Would you like another plate of soup?"
"488","das Tennis","Nomen","das","","tennis","ten-nis","Freizeit, Hobbys & Unterhaltung","","Steffi spielt sehr gut Tennis.","Steffi plays tennis very well."
"489","das Theater","Nomen","das","die Theater","theater / theatre","tay-ah-ter","Freizeit, Hobbys & Unterhaltung","","Ich gehe nicht gern ins Theater.","I do not like going to the theater."
"490","tief","Adjektiv","","","deep","teef","Eigenschaften & Adjektive","flach","Vorsicht, das Wasser ist tief!","Careful, the water is deep!"
"491","das Tier","Nomen","das","die Tiere","animal","teer","Natur, Umwelt & Tiere","der Mensch","Wir dürfen keine Tiere in der Wohnung haben. Meine Lieblingstiere sind Katzen.","We are not allowed to have animals in the apartment. My favorite animals are cats."
"492","der Tipp","Nomen","der","die Tipps","tip / hint","tip","Basiswortschatz & Floskeln","","Kannst du mir einen guten Tipp geben?","Can you give me a good tip?"
"493","der Titel","Nomen","der","die Titel","title","tee-tel","Basiswortschatz & Floskeln","","Wie heißt der Film? - Ich weiß den Titel nicht mehr. Haben Sie einen Titel? - Ja, Doktor.","What is the film called? - I do not remember the title. Do you have a title? - Yes, Doctor."
"494","toll","Adjektiv","","","great / fantastic","tol","Eigenschaften & Adjektive","schrecklich","Ich habe mir ein tolles Kleid gekauft. Unser Urlaub war toll.","I bought a great dress. Our vacation was great."
"495","der Topf","Nomen","der","die Töpfe","pot / pan","topf","Essen, Kochen & Restaurant","","Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.","Do you not have a larger pot? I would like to boil potatoes."
"496","die Torte","Nomen","die","die Torten","cake / layer cake / tart","tor-teh","Essen, Kochen & Restaurant","","Zum Geburtstag backe ich dir eine Torte.","For your birthday I am baking you a cake."
"497","total","Andere","","","totally / completely","to-tahl","Basiswortschatz & Floskeln","gar nicht","Der Film war total langweilig.","The film was totally boring."
"498","die Tour","Nomen","die","die Touren","tour","toor","Reise, Verkehr & Mobilität","","Wo kann ich eine Stadttour buchen? Wir gehen am Wochenende wandern. Ich kenne eine schöne Tour in den Bergen.","Where can I book a city tour? We are going hiking on the weekend. I know a beautiful tour in the mountains."
"499","der Tourist","Nomen","der","die Touristen","tourist (male)","too-rist","Reise, Verkehr & Mobilität","der Einheimische","Im Sommer kommen viele Touristen in diese Stadt.","In summer many tourists come to this city."
"500","die Touristin","Nomen","die","die Touristinnen","tourist (female)","too-ris-tin","Reise, Verkehr & Mobilität","die Einheimische","Es kommen immer mehr Touristen in unsere Stadt.","More and more tourists are coming to our city."
"501","tragen","Verb","","","to carry / to wear","trah-gen","Allgemeine Aktivitäten & Verben","","Ich kann den Koffer nicht tragen, er ist zu schwer. Er trägt heute einen blauen Anzug.","I cannot carry the suitcase, it is too heavy. He is wearing a blue suit today."
"502","trainieren","Verb","","","to train / to practice","tre-nee-ren","Freizeit, Hobbys & Unterhaltung","","Wir trainieren einmal pro Woche im Sportverein.","We train once a week in the sports club."
"503","das Training","Nomen","das","die Trainings","training / practice","tray-ning","Freizeit, Hobbys & Unterhaltung","","Das Training ist immer dienstags. Ich gehe jede Woche zum Training.","The training is always on Tuesdays. I go to training every week."
"504","der Traum","Nomen","der","die Träume","dream","trowm","Gefühle, Charakter & Meinung","die Realität","Ich möchte eine eigene Firma, das ist mein Traum.","I would like my own company, that is my dream."
"505","traurig","Adjektiv","","","sad","trow-rig","Gefühle, Charakter & Meinung","fröhlich / glücklich","Ich bin sehr traurig. Meine Katze ist weggelaufen.","I am very sad. My cat ran away."
"506","trocken","Adjektiv","","","dry","trok-ken","Eigenschaften & Adjektive","nass","Die Wäsche ist bald trocken.","The laundry will be dry soon."
"507","träumen","Verb","","","to dream","troy-men","Allgemeine Aktivitäten & Verben","aufwachen","Ich habe schlecht geträumt. Ich träume von einem großen Haus mit Garten.","I had a bad dream. I dream of a big house with a garden."
"508","tschüs","Andere","","","bye / goodbye","chues","Basiswortschatz & Floskeln","hallo","Tschüs, bis morgen!","Bye, see you tomorrow!"
"509","das T-Shirt","Nomen","das","die T-Shirts","T-shirt","tee-shert","Einkaufen, Geld & Konsum","","Haben Sie dieses T-Shirt auch in M?","Do you have this T-shirt in M too?"
"510","typisch","Adjektiv","","","typical","tue-pish","Eigenschaften & Adjektive","untypisch","Diese Musik ist typisch für dieses Land. Typisch Anna, sie kommt natürlich wieder zu spät.","This music is typical for this country. Typical Anna, she naturally comes late again."
"511","die Tür","Nomen","die","die Türen","door","tuer","Wohnen, Haus & Haushalt","das Fenster","Mach bitte die Tür zu! Es zieht.","Please close the door! There is a draft."
"512","umsteigen","Verb","","","to change (trains/buses) / to transfer","oom-sty-gen","Reise, Verkehr & Mobilität","","Sie müssen in Mannheim umsteigen.","You must transfer in Mannheim."
"513","der Umzug","Nomen","der","die Umzüge","move / relocation","oom-tsook","Wohnen, Haus & Haushalt","","Der Umzug ist nächste Woche.","The move is next week."
"514","der Unfall","Nomen","der","die Unfälle","accident","oon-fahl","Gesundheit, Körper & Pflege","","Ich hatte gestern einen Unfall. Wie ist der Unfall passiert?","I had an accident yesterday. How did the accident happen?"
"515","unterhalten (sich)","Verb","","","to converse / to talk","oon-ter-hahl-ten","Kommunikation, Medien & Sprache","","Andreas und Nessrin unterhalten sich. Wir haben uns über das Fußballspiel unterhalten.","Andreas and Nessrin are talking. We talked about the football game."
"516","unternehmen","Verb","","","to undertake / to do","oon-ter-nay-men","Freizeit, Hobbys & Unterhaltung","","Wollen wir heute Abend etwas unternehmen?","Shall we do something this evening?"
"517","untersuchen","Verb","","","to examine / to investigate","oon-ter-zoo-khen","Gesundheit, Körper & Pflege","","Der Arzt hat mich untersucht. Der Arzt muss dein Bein untersuchen.","The doctor examined me. The doctor has to examine your leg."
"518","unterwegs sein","Verb","","","to be on the way / to be en route","oon-ter-veks zine","Reise, Verkehr & Mobilität","da sein / zu Hause sein","Warte bitte auf mich. Ich bin unterwegs und komme gleich.","Please wait for me. I am on the way and will come right away."
"519","verabredet sein","Verb","","","to have an appointment / to have a date","fer-ahp-ray-det zine","Freizeit, Hobbys & Unterhaltung","","Ich bin mit meiner Freundin verabredet.","I have an appointment with my friend."
"520","die Veranstaltung","Nomen","die","die Veranstaltungen","event","fer-ahn-shtahl-toong","Freizeit, Hobbys & Unterhaltung","","Am Samstag ist unser Restaurant geschlossen. Wir haben eine Veranstaltung.","On Saturday our restaurant is closed. We have an event."
"521","verbieten","Verb","","","to forbid / to prohibit","fer-bee-ten","Allgemeine Aktivitäten & Verben","erlauben","Hier ist Rauchen verboten.","Smoking is prohibited here."
"522","vereinbaren","Verb","","","to arrange / to agree upon","fer-ine-bah-ren","Allgemeine Aktivitäten & Verben","absagen","Können wir einen Termin vereinbaren?","Can we arrange an appointment?"
"523","vergessen","Verb","","","to forget","fer-ges-sen","Allgemeine Aktivitäten & Verben","sich erinnern","Ich habe meine Hausaufgaben vergessen. Vergiss deinen Arzttermin nicht!","I forgot my homework. Do not forget your doctor's appointment!"
"524","vergleichen","Verb","","","to compare","fer-gly-khen","Einkaufen, Geld & Konsum","","Vergleichen Sie die Angebote! Können wir die Antworten vergleichen?","Compare the offers! Can we compare the answers?"
"525","der Verkehr","Nomen","der","","traffic","fer-kair","Reise, Verkehr & Mobilität","","Morgens gibt es hier immer viel Verkehr.","In the morning there is always a lot of traffic here."
"526","das Verkehrsmittel","Nomen","das","die Verkehrsmittel","means of transport / transportation","fer-kairs-mit-tel","Reise, Verkehr & Mobilität","","Welche Verkehrsmittel benutzen Sie oft?","Which means of transport do you use often?"
"527","verletzen (sich)","Verb","","","to injure oneself / to hurt oneself","fer-let-sen","Gesundheit, Körper & Pflege","","Sind Sie verletzt? - Ja, am Bein. Haben Sie sich verletzt?","Are you injured? - Yes, on the leg. Did you injure yourself?"
